keyword,bidding1st ,bidding2st ,bidding3st ,bidding4st ,bidding5st ,bidding6st ,bidding7st ,bidding8st ,bidding9st ,bidding10st 
3D프린트제작업체,930,310,290,70,70,70,70,70,70,70
용산3D프린터,1940,1070,590,70,70,70,70,70,70,70
시제품제작지원사업,1680,1310,1170,1040,950,890,800,700,550,460
폼랩,690,640,530,330,70,70,70,70,70,70
3D캐릭터,7790,6690,5460,4860,4430,4020,3560,3200,2840,2540
3D프린팅주문제작,940,660,500,360,270,220,170,140,120,100
SLS3D프린터,3880,2500,1780,1320,930,720,530,460,400,370
치과3D프린터,840,470,310,270,200,170,150,120,90,80
3D프린터사용법,1490,1050,600,410,320,250,190,140,100,70
플라스틱3D프린터,920,480,330,240,150,120,110,80,70,70
POLYJET,90,70,70,70,70,70,70,70,70,70
서울3D프린터,1570,1130,860,660,530,440,340,300,270,260
3D프린터기,3470,2670,2430,2280,2140,1960,1820,1810,1770,1680
고무3D프린팅,110,100,80,70,70,70,70,70,70,70
3D프린터제조업체,880,730,660,610,520,450,420,390,350,320
FDM출력,250,210,210,70,70,70,70,70,70,70
3D프린팅출력서비스,2430,1450,540,70,70,70,70,70,70,70
3D,6280,4650,4160,3690,3370,3040,2730,2440,2150,1950
3D모델링프로그램,5480,2990,2720,2410,2080,1850,1590,1390,1220,1050
3D프린팅도색,1690,1410,1150,570,180,150,110,80,70,70
FORMLAB,940,570,260,150,70,70,70,70,70,70
3D프린터공방,970,500,180,150,120,100,90,80,70,70
3D프린터금속,2510,490,350,240,160,110,100,90,90,90
3D프린터레진,1210,1080,940,760,660,510,460,380,350,320
힌지제작,220,110,80,70,70,70,70,70,70,70
투명3D프린팅,110,100,80,70,70,70,70,70,70,70
캐릭터모델링외주,110,110,100,70,70,70,70,70,70,70
아바타제작,230,140,120,70,70,70,70,70,70,70
CAM작업,90,80,80,70,70,70,70,70,70,70
주문제작피규어,1060,900,780,690,630,560,530,450,400,320
안양3D프린터,2140,1860,1620,1220,860,610,550,420,320,280
컨설팅,16260,11170,6070,3830,3310,2970,2670,2440,2240,2040
전북3D프린터,760,100,100,70,70,70,70,70,70,70
CEPTECH,70,70,70,70,70,70,70,70,70,70
졸업작품,5920,5440,5090,4730,4320,3850,3360,2950,2660,2350
건축모형제작업체,1610,1500,1320,1190,1050,920,890,830,740,670
3D프린터가공업체,1230,460,340,190,120,100,100,100,100,80
3D프린터설계도,510,340,210,70,70,70,70,70,70,70
3D간판,1000,590,440,400,370,330,300,270,250,220
캐릭터피규어주문제작,750,410,310,70,70,70,70,70,70,70
CNC기계,1570,1410,1290,1080,790,700,610,510,430,340
3D프린팅국비지원,2330,1010,200,100,90,80,70,70,70,70
3D프린팅창업,590,490,320,70,70,70,70,70,70,70
3D프린터행사,500,100,80,70,70,70,70,70,70,70
3D프린터조명,470,190,80,70,70,70,70,70,70,70
PCB하우징,330,100,70,70,70,70,70,70,70,70
3D렌더링업체,1300,550,300,190,170,120,110,100,100,90
GEOMAGIC,870,700,520,420,300,210,120,90,80,70
DLP프린팅,300,70,70,70,70,70,70,70,70,70
3D출력의뢰,1580,570,420,70,70,70,70,70,70,70
3D프린팅설계,1930,670,530,70,70,70,70,70,70,70
부산3D프린터출력,870,600,430,360,320,240,150,90,70,70
PCB케이스,540,360,290,220,170,120,90,70,70,70
3D프린팅사업,2310,960,550,70,70,70,70,70,70,70
시편제작,3030,2910,2660,2420,2210,2020,1760,1540,1330,1080
바이오3D프린터,600,530,460,280,150,110,70,70,70,70
3D프린팅DLP,70,70,70,70,70,70,70,70,70,70
VOXELJET,110,70,70,70,70,70,70,70,70,70
METAL3DPRINTING,70,70,70,70,70,70,70,70,70,70
3DPRINTERSLA,130,90,70,70,70,70,70,70,70,70
EXONE,70,70,70,70,70,70,70,70,70,70
초정밀3D프린터,150,70,70,70,70,70,70,70,70,70
3D이미지,1310,1160,1070,1010,960,920,860,800,740,690
수원3D프린팅,2380,1700,1470,1150,720,290,240,160,130,100
피규어대량제작,3880,2040,1600,1230,540,460,430,350,310,220
전시물제작,2260,1460,1120,1010,840,740,710,670,600,480
3D렌더링,5420,4420,4100,3890,3710,3520,3310,3080,2880,2750
의료용3D프린터,1450,1030,870,790,590,360,260,220,140,110
시제품견적,660,630,610,70,70,70,70,70,70,70
안산3D프린터,2630,2420,2090,1860,1510,1050,800,460,220,120
안산3D프린팅,1100,880,750,520,480,370,300,260,160,100
3D설계,12560,10590,9400,8440,7700,6960,6320,5770,5290,4760
시제품제작비용,1950,1520,1380,1270,1120,1030,980,920,870,830
서울3D프린팅,1100,980,850,760,630,510,430,350,280,200
MOCKUP,8130,7300,6460,5710,5140,4680,4260,3860,3490,3110
3D프린터채색,70,70,70,70,70,70,70,70,70,70
구미3D프린팅,1150,950,450,70,70,70,70,70,70,70
피규어제작비용,860,360,250,140,100,80,80,70,70,70
SLA방식,1200,1020,860,690,550,390,280,180,130,100
제품랜더링,110,100,90,70,70,70,70,70,70,70
자동차모델링,5550,1760,1210,870,590,430,280,180,140,120
랜더링이미지,190,70,70,70,70,70,70,70,70,70
3D프린팅금형,70,70,70,70,70,70,70,70,70,70
3D프린터구매,3820,2960,2070,1750,1290,1010,820,710,640,580
금속프린터,2690,1780,1360,1270,880,690,550,450,380,360
쾌속조형기,690,450,320,70,70,70,70,70,70,70
주식회사이조,70,70,70,70,70,70,70,70,70,70
3D프린터장비,540,370,220,210,170,150,120,100,90,80
하우징,1610,1240,1170,1040,940,850,700,580,470,410
서울3D프린트,1230,700,320,70,70,70,70,70,70,70
선물제작,5590,3640,3490,3280,3120,2910,2690,2500,2250,2070
샘플,320,250,220,200,190,180,170,160,140,120
건축설계도면,2940,1960,1390,1180,1030,920,800,710,610,530
3D프린터금형,340,190,170,70,70,70,70,70,70,70
서비스디자인,2980,930,540,490,390,310,250,220,200,170
특허상품,1350,960,780,600,480,360,300,250,210,180
전시제품,420,320,290,270,250,220,200,180,160,150
레진피규어제작,280,220,160,70,70,70,70,70,70,70
폼투,70,70,70,70,70,70,70,70,70,70
외주업체,1660,1200,970,650,570,530,500,470,420,390
FORMLABS,1760,1380,770,590,360,240,170,110,80,70
3D프린터설계,1220,610,450,380,300,240,190,160,140,130
3D프린터사업,1480,690,460,410,350,310,260,220,210,180
플라스틱프린터,600,490,290,80,70,70,70,70,70,70
부품설계,1520,1030,790,70,70,70,70,70,70,70
MATERIALISEMAGICS,420,70,70,70,70,70,70,70,70,70
부산3D프린터,6570,5720,4560,3670,3380,3120,2910,2660,2190,1670
피규어주문,450,410,370,320,290,260,220,190,140,140
도색,1750,1480,1250,1140,1050,960,870,780,690,610
아이디어시제품,970,500,350,70,70,70,70,70,70,70
산업모형,3410,3310,3230,3130,2460,2420,2390,2340,2220,2130
3D프린터미니어처,120,90,80,70,70,70,70,70,70,70
3D프린터쥬얼리,1250,150,80,70,70,70,70,70,70,70
졸전목업,150,90,70,70,70,70,70,70,70,70
3D디자인,8610,6800,6550,6320,6150,5900,5590,5080,4720,4400
3D작업,4800,4280,3870,3590,3330,3130,3000,2880,2730,2600
목업제작비용,2490,2480,2370,2260,2120,2000,1930,1860,1710,1580
포항3D프린터,1040,730,480,70,70,70,70,70,70,70
RP출력,940,850,730,590,480,390,300,230,180,150
스토퍼제작,640,200,90,70,70,70,70,70,70,70
시제품제작의뢰,1400,1120,760,520,310,200,140,110,70,70
3D프린터모델,1230,570,450,70,70,70,70,70,70,70
3D프린터도색,680,570,480,450,410,350,300,250,240,230
UVRESIN,350,130,110,70,70,70,70,70,70,70
프로토타입제작,3350,1830,920,450,300,240,220,180,160,130
NC가공,2320,1950,1790,1660,1580,1500,1390,1210,1050,970
천안3D프린터,4990,3350,1660,1380,790,580,430,350,290,240
3D애니메이션제작,19000,15050,11430,7930,6020,5110,4460,4190,3820,3490
국산3D프린터,650,460,410,350,310,270,240,190,160,130
3D프린터렌트,380,230,180,140,110,100,80,80,70,70
목업제작,9570,9200,8890,8600,8300,7850,7170,6700,6270,5880
대구3D프린터출력,610,100,70,70,70,70,70,70,70,70
카본3D프린터,720,500,430,390,340,250,180,130,100,70
캡스톤아이디어,580,150,70,70,70,70,70,70,70,70
케이크모형제작,640,110,90,70,70,70,70,70,70,70
케익모형제작,480,90,80,70,70,70,70,70,70,70
3DVMFLSXJ,740,360,90,70,70,70,70,70,70,70
3D프린터베드,730,520,370,70,70,70,70,70,70,70
3D프린터신발,640,160,110,70,70,70,70,70,70,70
3D프린터오픈소스,460,70,70,70,70,70,70,70,70,70
3D프린터이벤트,70,70,70,70,70,70,70,70,70,70
3D프린터작업,710,190,170,130,110,100,70,70,70,70
3D프린터전시,840,160,110,70,70,70,70,70,70,70
3D프린터캐릭터,820,340,160,70,70,70,70,70,70,70
3D프린터홍대,340,70,70,70,70,70,70,70,70,70
3D프린터화장품,610,70,70,70,70,70,70,70,70,70
3D프린터조형물,1060,1000,880,70,70,70,70,70,70,70
3D시스템,590,420,220,130,70,70,70,70,70,70
초고속3D프린터,500,280,70,70,70,70,70,70,70,70
3D스케치업,1060,830,600,500,390,300,250,200,150,130
입체프린터,2050,1650,1470,70,70,70,70,70,70,70
의료3D프린터,450,310,220,70,70,70,70,70,70,70
기업용3D프린터,650,290,140,70,70,70,70,70,70,70
고속3D프린터,540,330,130,70,70,70,70,70,70,70
개인용3D프린터,1330,1090,690,70,70,70,70,70,70,70
3D프린팅디자인,2200,1230,760,70,70,70,70,70,70,70
3D프린트제작과활용,460,310,70,70,70,70,70,70,70,70
3D프린터펜,900,660,530,410,310,290,260,230,210,180
3D프린터정의,530,290,230,70,70,70,70,70,70,70
3D프린터정보,90,70,70,70,70,70,70,70,70,70
3D프린터재료가격,610,440,70,70,70,70,70,70,70,70
3D프린터자작,380,300,200,70,70,70,70,70,70,70
3D프린터브랜드,550,400,320,290,190,160,100,90,70,70
3D프린터몰,560,410,130,70,70,70,70,70,70,70
3D컨텐츠,1650,1280,1090,920,810,680,580,500,380,340
3D제품모델링,70,70,70,70,70,70,70,70,70,70
3D프린터원리,1160,740,560,430,330,270,240,200,170,140
3D금속프린터,2490,1360,730,560,410,360,320,250,220,180
발명품제작,2570,2260,2080,1910,1690,1580,1450,1370,1320,1150
HP3D,140,110,80,70,70,70,70,70,70,70
HP3DPRINTER,460,140,110,70,70,70,70,70,70,70
HPJETFUSION,90,70,70,70,70,70,70,70,70,70
메탈3D프린팅,2770,2180,1310,770,490,430,330,230,170,150
몰드,910,750,640,580,530,490,460,440,410,400
CG외주,1470,830,600,520,410,360,240,200,130,90
디자인소품,510,470,430,410,380,350,320,300,280,270
3D프린터샘플,760,510,410,260,200,180,160,150,130,110
가정용3D프린터,2050,980,820,760,680,590,510,440,370,330
부산3D프린팅,6620,4870,4060,2980,2630,1900,1460,1180,940,790
3D프린트외주,560,230,100,70,70,70,70,70,70,70
중고3D프린터,1640,800,120,90,70,70,70,70,70,70
치과용3D프린터,820,540,440,360,320,300,260,260,250,220
FDM프린터,2250,1590,730,430,310,230,170,140,120,100
FDM3D,1460,70,70,70,70,70,70,70,70,70
CONTROLX,2520,600,400,70,70,70,70,70,70,70
GE3D프린터,3370,70,70,70,70,70,70,70,70,70
GEOMAGICWRAP,570,70,70,70,70,70,70,70,70,70
3D목업제작,4350,4320,4150,3930,3710,3650,3600,3570,3500,3250
3D프린팅지원,70,70,70,70,70,70,70,70,70,70
종로RP,70,70,70,70,70,70,70,70,70,70
설계도면,3280,2640,2080,1680,1430,1240,1100,970,820,690
특허제작,70,70,70,70,70,70,70,70,70,70
케이스목업,480,320,190,70,70,70,70,70,70,70
3D프린터소재,730,620,580,560,520,490,450,420,370,330
SLS3D프린팅,200,120,90,70,70,70,70,70,70,70
부산디오라마,100,80,70,70,70,70,70,70,70,70
사출성형,3070,2570,2340,2060,1870,1720,1580,1480,1380,1290
사출,2580,2200,2020,1850,1720,1620,1530,1440,1340,1240
타이타늄,420,360,290,70,70,70,70,70,70,70
플라스틱사출성형,1230,900,780,660,550,480,430,360,300,260
신제품개발,4310,2850,2340,2020,1820,1680,1560,1430,1310,1180
3D모델링사이트,1380,1230,1090,930,820,710,630,580,530,470
산업용CT,6840,3560,2870,1670,880,640,530,400,300,240
3D스튜디오,2230,1880,1740,1560,1460,1280,1130,1010,850,740
UPRINTSE,100,100,70,70,70,70,70,70,70,70
마이크로CT,330,330,300,70,70,70,70,70,70,70
TRUMPF,750,630,530,430,370,180,160,140,120,110
CADCAM,3340,2640,2250,2050,1910,1790,1680,1590,1500,1400
3D프린터판매,2440,1880,1690,1370,1070,920,810,700,610,550
3D프린터피규어,2840,2370,2040,1820,1680,1550,1470,1400,1320,1240
해병대피규어,1350,880,360,260,230,200,140,110,90,80
3D프린트제품,1760,300,120,70,70,70,70,70,70,70
졸업작품만들기,700,590,460,270,250,220,190,170,160,140
철도모형,690,510,420,350,310,280,270,260,250,240
XYZ3D펜,440,390,160,70,70,70,70,70,70,70
3D캐드,16040,14110,12480,11230,10330,9670,8890,8190,7520,6950
3D스캐너종류,6020,4210,3220,2540,2170,1860,1680,1260,780,550
소형공작기계,5020,4090,3250,2520,1750,1490,1230,820,590,430
XYZ프린터,150,130,70,70,70,70,70,70,70,70
건물모형,2360,2190,1910,1530,1330,1190,1050,840,700,610
XYZ프린팅,440,330,210,130,110,100,70,70,70,70
XYZ3D프린터,160,130,110,70,70,70,70,70,70,70
건축모형,13480,12410,11690,10600,9190,8340,7310,6050,4890,4190
기차모형,650,420,350,300,270,250,230,210,190,180
XYZPRINTING,610,490,310,180,120,70,70,70,70,70
3D프린트교육,2330,1710,1230,1030,910,840,800,720,670,620
현상설계,380,300,230,200,170,140,120,90,70,70
흉상,4230,3430,2920,2350,2090,1770,1330,900,510,320
셀프제작소,70,70,70,70,70,70,70,70,70,70
요트모형,370,260,230,180,130,120,100,80,70,70
3D피규어상패,1370,1290,1190,1100,980,880,790,700,600,540
전시품제작,70,70,70,70,70,70,70,70,70,70
산업용3D프린팅,1440,620,230,190,130,100,90,70,70,70
레이저커팅재료,70,70,70,70,70,70,70,70,70,70
메이커스스페이스,70,70,70,70,70,70,70,70,70,70
트로텍,170,150,110,70,70,70,70,70,70,70
스탬프제작기계,100,70,70,70,70,70,70,70,70,70
굿즈제작,4540,3440,2890,2530,2170,1890,1670,1520,1400,1290
EPILOGLASER,440,370,70,70,70,70,70,70,70,70
유니버설레이저,1040,290,90,70,70,70,70,70,70,70
EPILOG,150,100,80,70,70,70,70,70,70,70
아크릴기계,160,140,90,70,70,70,70,70,70,70
제작피규어,420,380,340,300,270,220,190,170,130,110
금속3D프린트,990,470,220,140,90,80,70,70,70,70
기계제작,3790,3570,3480,3380,3250,3060,2780,2500,2320,2120
기구설계업체,1690,1340,1230,1140,1070,1010,950,900,820,750
특허시제품제작,1720,1420,920,830,810,740,710,640,430,410
상품개발,1240,1110,1030,960,880,810,730,650,590,550
선박모형,590,560,440,380,310,220,200,190,180,160
설치미술,460,410,360,320,230,170,140,120,90,80
3D프린터작품,730,560,440,380,300,220,170,140,120,100
3D프린터건축,1240,1060,820,670,550,420,320,240,180,140
디자인설계,2840,2660,2380,2100,1860,1690,1520,1380,1250,1120
디자인목업,6870,6050,5580,5080,4620,4120,3630,3240,2960,2730
TROTEC,1870,310,200,100,70,70,70,70,70,70
트로텍레이저,200,80,70,70,70,70,70,70,70,70
전문가용3D프린터,2320,1560,1090,760,550,510,410,360,280,260
금형설계,5650,4570,4350,4150,3960,3790,3620,3430,3250,3070
피규어커스텀,400,330,260,220,210,180,150,120,70,70
3D프린터프로그램,1120,860,730,630,530,430,380,320,270,230
플라스틱제조,970,900,830,760,710,680,630,600,560,530
SLMSOLUTIONS,90,70,70,70,70,70,70,70,70,70
미믹스,260,200,160,70,70,70,70,70,70,70
위상최적화,360,90,70,70,70,70,70,70,70,70
의료용3D프린팅,1490,170,90,70,70,70,70,70,70,70
산업용프린터,9420,8700,8010,7440,6820,6390,5900,5550,5310,5140
CG알바,830,580,240,70,70,70,70,70,70,70
3D모델링도면,350,210,140,70,70,70,70,70,70,70
3D그래픽디자인,7240,4760,3850,3390,3090,2800,2530,2410,2280,2190
3DMAX,12260,11850,11190,10210,9410,8730,8080,7490,6980,6470
산업용3D스캐너,20130,16630,13800,10830,10040,9250,8510,7320,6550,5910
투시도회사,3050,1950,1770,1650,1340,1130,1090,1050,1030,1020
투시도컬러링,400,390,260,70,70,70,70,70,70,70
자동차부품설계,2720,2210,1480,850,540,430,320,260,220,170
입면도,1120,780,470,70,70,70,70,70,70,70
안산CAD,5760,5720,2990,2940,2790,2510,1300,860,750,660
아파트설계도면,740,230,190,70,70,70,70,70,70,70
솔리드웍스프로그램,3070,770,500,430,250,200,130,90,80,70
부산조감도,720,600,520,460,410,340,290,260,230,200
마야모델링,7320,7010,6230,5570,4870,4130,3240,2750,2350,1950
건축캐드프로그램,4720,4270,2910,2260,1730,1490,1310,1090,1020,940
시제품제작업체,5560,5180,4810,4320,3940,3720,3540,3350,3150,3130
미쯔비시리니어모터,120,70,70,70,70,70,70,70,70,70
미쓰비시리니어모터,100,70,70,70,70,70,70,70,70,70
공장자동화기계,650,640,340,70,70,70,70,70,70,70
3D감사패,1900,1650,1270,1140,1020,810,620,530,470,430
시마트론,340,220,170,140,100,80,70,70,70,70
씨마트론,580,430,360,200,150,100,80,70,70,70
프레스금형설계,1210,1110,1020,920,840,700,590,520,440,390
워크엔씨,90,70,70,70,70,70,70,70,70,70
4축,320,300,100,70,70,70,70,70,70,70
HYPERMILL,120,90,70,70,70,70,70,70,70,70
패턴가공,100,70,70,70,70,70,70,70,70,70
자동드릴,770,590,360,300,250,180,130,110,90,80
프레스금형,2820,2620,2440,2380,2330,2260,2160,2030,1880,1720
CIMATRON,400,310,270,100,80,80,80,80,70,70
몰드베이스,420,330,320,280,170,160,150,130,120,100
캠툴,160,120,80,70,70,70,70,70,70,70
금형박사,150,80,70,70,70,70,70,70,70,70
금형가공,1930,1820,1720,1640,1530,1430,1330,1240,1120,1010
전극가공,610,300,200,70,70,70,70,70,70,70
건드릴,1200,700,470,410,390,370,340,320,290,260
VISI,420,310,270,250,220,150,110,90,80,70
UG/NX,90,70,70,70,70,70,70,70,70,70
턴밀가공,760,200,100,70,70,70,70,70,70,70
성형해석,3480,2750,1540,1070,870,660,300,110,70,70
CAD/CAM,2050,1880,1630,1380,1210,1050,890,720,600,530
하이퍼밀,300,260,230,180,120,90,80,70,70,70
턴밀,90,80,70,70,70,70,70,70,70,70
3축가공,500,360,280,70,70,70,70,70,70,70
DMP,8890,2970,740,470,370,290,230,170,120,90
플라스틱모형,480,400,360,340,330,310,290,260,240,220
3D조각,770,710,660,620,580,540,530,510,480,460
STRATASYS,740,440,140,90,80,70,70,70,70,70
정밀3D프린터,2500,1750,1200,990,780,690,590,530,490,420
CAM,8570,6230,5180,4000,3500,3200,2920,2630,2310,2010
3D샘플,330,280,250,220,200,160,120,100,90,70
FDM,1180,1000,890,790,680,590,520,460,400,360
3D조각기,1250,1170,1000,850,710,560,490,390,300,230
EVOLVE,400,290,210,160,110,80,70,70,70,70
의료3D프린트,1850,70,70,70,70,70,70,70,70,70
소형3D프린터,1240,610,560,510,450,390,340,290,220,180
J750,210,70,70,70,70,70,70,70,70,70
메탈3D프린트,540,390,110,100,100,90,90,80,70,70
METAL3D,490,310,310,70,70,70,70,70,70,70
3D사진관,70,70,70,70,70,70,70,70,70,70
실사피규어,1720,820,620,550,490,430,380,340,280,250
조감도모형,160,150,70,70,70,70,70,70,70,70
건축목업,2140,1650,920,650,450,370,300,120,100,90
지앤아이솔루션,100,70,70,70,70,70,70,70,70,70
섬유강화플라스틱,440,340,310,260,200,130,80,70,70,70
강화플라스틱,390,340,300,270,230,200,180,170,140,110
브룰레,70,70,70,70,70,70,70,70,70,70
VISIJET,70,70,70,70,70,70,70,70,70,70
폴리젯3D프린터,540,70,70,70,70,70,70,70,70,70
MAGICS,430,330,220,210,160,110,80,70,70,70
3D몰드,460,390,330,270,230,190,150,120,100,80
커플머그잔,1090,1010,900,850,710,630,570,520,470,460
부품가공,3050,2820,2580,2430,2290,2210,2130,2060,1970,1860
무료3D프로그램,1150,240,120,90,80,70,70,70,70,70
3DCG,890,630,530,440,370,330,270,230,170,140
졸업작품업체,1370,1160,510,510,510,480,450,430,430,400
졸업작품대행업체,550,340,250,220,190,160,150,140,110,100
졸작,1410,1130,850,650,530,430,350,280,210,180
졸작대행,1780,1030,800,690,480,350,310,270,240,200
3D쇼핑몰,650,350,180,70,70,70,70,70,70,70
머그컵디자인,4530,1700,1270,1100,1000,930,890,860,860,860
에필로그레이저,2280,1160,290,250,190,70,70,70,70,70
인벤터가격,3420,2130,1670,1140,930,630,240,170,150,130
폴리젯프린터,70,70,70,70,70,70,70,70,70,70
발명시제품,1580,910,450,420,390,360,320,290,240,170
플라스틱조형물,440,360,300,280,250,240,220,200,190,170
플라스틱가공업체,1300,1010,800,650,510,470,400,380,350,310
플라스틱가공,9060,8230,7600,6800,6330,5750,5320,4930,4490,4000
조형물제작업체,5730,5420,4980,4570,4250,4040,3760,3590,3400,3250
조형물제작비용,1300,680,470,440,390,340,310,280,280,240
조형물,10030,9230,8330,7740,7170,6460,5780,5150,4610,4150
제품개발,11050,9060,8010,7450,6950,6470,5990,5420,4940,4550
자동차모형만들기,410,330,270,240,210,180,140,120,110,100
아파트모형제작,1230,1130,930,840,740,680,520,450,450,380
아파트모형만들기,1700,100,70,70,70,70,70,70,70,70
시제품제작터,1610,1460,1380,1290,1210,1120,1070,1010,920,860
시제품생산,1260,1020,830,680,580,520,450,400,300,220
시제품목업,1500,1420,1300,1180,1110,1020,940,730,560,450
시제품만들기,770,580,420,260,180,150,110,100,90,80
샘플제작업체,2050,1090,860,710,650,530,420,410,390,370
목업사이트,2160,1690,1540,1390,1160,910,750,620,530,440
목업디자인,1290,1220,1170,1090,1010,940,850,790,730,680
기구디자인,1580,1510,1370,1280,1080,940,750,590,500,470
건물모형제작,1850,1780,1580,1460,1430,1240,1040,820,610,500
CNC가공업체,1850,1690,1590,1430,1300,1250,1190,1140,1090,1030
수원3D프린터,2130,1820,1620,1520,1260,1090,1010,880,740,600
밀링가공,1640,1470,1400,1320,1200,1110,1000,870,780,700
콘크리트3D프린터,70,70,70,70,70,70,70,70,70,70
3D프린터POLYJET,100,70,70,70,70,70,70,70,70,70
3D프린터디자인프로그램,410,100,80,70,70,70,70,70,70,70
3D프린터대리점,590,120,70,70,70,70,70,70,70,70
3D프린터나일론,230,170,100,70,70,70,70,70,70,70
3D프린터센터,180,100,70,70,70,70,70,70,70,70
왁스3D프린터,190,100,70,70,70,70,70,70,70,70
3D프린터수업,630,490,420,320,240,160,80,70,70,70
제주3D프린터,1130,710,410,70,70,70,70,70,70,70
자작3D프린터,130,90,70,70,70,70,70,70,70,70
석고3D프린터,370,150,90,70,70,70,70,70,70,70
3D프린터자료,180,120,90,70,70,70,70,70,70,70
헵시바3D프린터,80,70,70,70,70,70,70,70,70,70
캐리마3D프린터,100,70,70,70,70,70,70,70,70,70
3D프린터주문,480,310,170,120,100,90,90,80,80,80
3D프린터인형,810,590,380,170,140,120,110,100,90,80
3D프린터공유,70,70,70,70,70,70,70,70,70,70
건설3D프린터,100,70,70,70,70,70,70,70,70,70
3D프린터부품제작,180,100,70,70,70,70,70,70,70,70
PCB3D프린터,140,90,70,70,70,70,70,70,70,70
CJP3D프린터,2350,2050,1230,70,70,70,70,70,70,70
3D프린터학과,90,70,70,70,70,70,70,70,70,70
3D프린터하우스,130,80,70,70,70,70,70,70,70,70
3D프린터하는법,110,70,70,70,70,70,70,70,70,70
3D프린터크기,130,80,70,70,70,70,70,70,70,70
3D프린터커뮤니티,100,100,70,70,70,70,70,70,70,70
3D프린터주얼리,880,200,80,70,70,70,70,70,70,70
모형만들기,1210,610,510,470,430,380,360,310,270,240
플라스틱성형업체,70,70,70,70,70,70,70,70,70,70
교회투시도,2060,1960,1860,1620,1510,1450,1370,1350,1300,1200
스케치프로그램,400,260,150,70,70,70,70,70,70,70
MIMICS,190,80,70,70,70,70,70,70,70,70
MATERIALISE,820,430,260,70,70,70,70,70,70,70
INSPIRE,530,490,430,390,330,290,220,160,130,100
조형물만들기,1460,420,220,70,70,70,70,70,70,70
CNC가공프로그램,300,180,120,90,70,70,70,70,70,70
산업디자인전문회사,7540,4280,3630,3390,3190,3040,2850,2640,2420,2180
아이디어스케치,2760,2690,2450,2140,1790,1520,1290,1120,980,840
시제품개발,6590,6050,5720,5360,5120,4840,4550,4300,4080,3750
FDM방식3D프린터,420,150,140,70,70,70,70,70,70,70
듀얼노즐,440,250,160,70,70,70,70,70,70,70
캐드도면,4970,4400,4050,3640,3190,2790,2410,2070,1800,1580
아크릴목업,990,790,570,450,420,330,270,180,170,140
선반가공,2470,2370,2170,1930,1790,1660,1480,1290,1170,1020
제품목업,3020,2660,2500,2350,2070,1840,1690,1610,1510,1410
캐드설계,3770,3310,2940,2560,2290,2150,2000,1870,1750,1730
평택캐드,2510,2430,2220,1110,620,440,330,250,100,80
캐드맥스,6120,4820,4250,3540,2740,2360,2160,1970,1870,1680
수원아두이노,280,80,70,70,70,70,70,70,70,70
제조업,6230,1350,820,480,370,340,320,300,280,260
건축물모형제작,1740,880,570,350,180,120,100,100,80,70
3D프린터임대,2110,1650,1410,1220,890,780,670,550,390,240
미닫이문도면,230,80,70,70,70,70,70,70,70,70
얼티메이커3,120,90,70,70,70,70,70,70,70,70
김포CNC,460,400,310,250,100,70,70,70,70,70
C4D,4290,2880,2650,2320,2150,2020,1890,1720,1540,1390
ULTIMAKER3,620,410,320,100,70,70,70,70,70,70
3D입체사진,610,520,450,420,380,330,280,220,190,190
5축가공,1790,1530,1310,1180,1090,1040,960,880,840,810
대구3D프린트,790,400,90,90,80,70,70,70,70,70
건물모형만들기,1700,390,300,160,130,110,90,80,70,70
로봇설계,670,460,340,280,240,200,160,140,120,100
SLM,1390,950,890,830,650,510,450,360,270,180
목업만들기,1690,470,220,70,70,70,70,70,70,70
자동차모형제작,1010,750,620,520,470,420,370,340,300,280
METAL3DPRINTER,650,490,210,70,70,70,70,70,70,70
아이소,4960,4180,3200,2330,1960,1640,1360,1160,1010,900
광주3D,9430,1450,650,520,460,340,220,130,110,90
얼티메이커,480,290,200,160,100,80,70,70,70,70
ULTIMAKER,1170,610,470,340,240,150,110,90,80,70
연마,2640,1300,1140,1090,1040,970,910,850,780,700
PLC교육,1580,1260,1040,960,890,820,730,620,510,410
가공업체,1120,940,690,610,590,570,540,500,460,430
MCT가공,2830,2640,2460,2310,2200,2110,2060,2020,1980,1910
3D프린터AS,460,370,190,70,70,70,70,70,70,70
정밀가공,2880,2330,1950,1860,1740,1700,1660,1610,1560,1510
부산목업,1340,1220,1070,1000,920,720,400,250,130,90
자동차스케치,1020,590,370,310,280,240,190,140,100,70
제품스케치,3270,2800,2610,2400,2220,2020,1830,1680,1560,1450
액상3D프린터,610,320,150,70,70,70,70,70,70,70
플라스틱모형제작,2110,1850,1490,1280,1070,880,800,720,660,610
레이저커팅기가격,2470,1210,730,550,320,260,190,180,130,100
3D프린팅기술,880,630,520,70,70,70,70,70,70,70
대전3D프린트,5000,3650,2520,790,580,380,330,270,220,190
대전목업,1200,1100,990,920,850,720,540,410,280,150
렌더링프로그램,970,660,420,330,240,190,150,100,70,70
금속파우더,1110,910,550,490,460,420,360,310,280,250
케이스소량제작,320,220,180,170,120,100,90,80,80,70
금속디자인,1250,910,780,690,600,530,460,410,370,330
아이소제작,1490,1360,1000,850,570,440,360,300,270,220
3D프린터재료시장,120,70,70,70,70,70,70,70,70,70
EOS3D프린터,410,170,70,70,70,70,70,70,70,70
3D프린터수리,510,370,190,180,130,90,70,70,70,70
건축설계프로그램,1270,680,440,280,190,150,130,110,90,80
