relKeyword,monthlyPcQcCnt,monthlyMobileQcCnt,monthlyAvePcClkCnt,monthlyAveMobileClkCnt,monthlyAvePcCtr,monthlyAveMobileCtr,plAvgDepth,compIdx
턴밀가공,20,< 10,0.3,0.0,2.23,0.0,3,높음
아크릴탭가공,10,< 10,0.7,0.0,11.12,0.0,2,중간
스테인레스CNC,< 10,10,0.9,0.0,11.12,0.0,1,중간
아크릴곡면가공,< 10,< 10,1.0,0.0,50.0,0.0,1,중간
소형공작기계,30,50,2.3,4.7,7.3,8.98,15,높음
CNC목공기계,60,120,4.0,4.0,7.34,3.53,7,중간
소형CNC조각기,80,150,2.6,7.5,3.14,5.18,15,높음
CNC각인기,10,10,0.3,0.4,2.28,4.17,3,높음
아르마이트,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
CNC교육,70,80,2.8,5.3,4.12,6.93,15,높음
소형조각기,60,100,1.5,0.7,2.63,0.67,15,높음
아크릴CNC,170,130,8.5,6.3,5.76,4.99,15,높음
명판각인기,60,60,1.2,0.5,2.23,0.93,15,높음
CNC목재가공,30,30,2.4,0.7,9.24,1.63,15,높음
소형밀링기계,< 10,< 10,1.0,0.0,50.0,0.0,3,높음
CNC조각기중고,20,40,2.0,0.5,8.34,1.12,3,높음
CNC날,30,60,0.5,0.0,1.66,0.0,9,중간
풀리제작,20,< 10,3.3,1.3,16.46,19.05,8,중간
플라즈마절단,130,120,0.8,2.8,0.62,2.36,14,높음
알루미늄조각기,< 10,10,0.4,0.7,5.89,4.17,6,중간
CNC제작,30,60,0.8,1.3,2.09,2.12,12,중간
명판조각기,10,10,0.3,0.7,2.39,5.56,13,중간
S45C가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
합판CNC,80,70,2.2,1.3,3.03,2.16,15,높음
알미늄컷팅기,< 10,10,0.3,0.3,4.23,2.78,12,중간
명판기계,< 10,20,0.0,2.0,0.0,12.5,6,중간
플라스틱CNC가공,< 10,< 10,2.5,0.0,35.72,0.0,2,중간
5축CNC,60,70,1.4,1.8,2.42,2.58,15,높음
부천알루미늄가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
목공라우터,90,120,0.6,0.0,0.7,0.0,12,중간
나사가공,150,140,1.1,0.3,0.76,0.19,13,중간
부산시제품,20,10,0.8,0.7,3.83,5.13,15,높음
플라스틱가공업체,20,20,1.1,0.0,4.64,0.0,15,높음
목재기계,< 10,40,0.5,3.0,6.78,7.7,8,중간
알루미늄각인,40,30,0.5,0.0,1.14,0.0,11,중간
CNC조각기교육,10,< 10,0.8,0.0,8.7,0.0,3,높음
철골제작,110,100,4.0,12.0,3.78,12.38,15,높음
가공품,490,370,0.0,0.4,0.0,0.12,3,높음
프라즈마가공,< 10,< 10,2.3,0.0,28.58,0.0,2,중간
CNC정밀가공,10,< 10,0.7,0.0,4.17,0.0,15,높음
스테인리스가공,60,50,1.6,2.3,2.55,4.6,15,높음
미니CNC,120,140,0.8,0.8,0.72,0.6,15,높음
플라즈마가공,30,10,0.0,0.3,0.0,2.39,3,높음
금속레이저절단기,< 10,10,0.4,1.3,4.06,14.82,8,중간
금속샤링,< 10,10,0.0,0.0,0.0,0.0,2,중간
금속제작업체,20,< 10,1.0,0.0,5.27,0.0,3,높음
금속제조업체,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
금속펀칭,10,20,0.3,0.0,2.39,0.0,3,낮음
김포도금,< 10,10,0.7,0.0,11.12,0.0,2,중간
금속레이저,50,80,0.8,1.8,1.79,2.22,15,높음
광주레이저가공,10,10,0.0,0.3,0.0,2.57,3,높음
각가공,10,< 10,0.0,0.8,0.0,20.0,4,낮음
PP제작,50,10,3.3,1.5,6.95,7.9,15,높음
NC목업,< 10,< 10,0.1,0.0,2.64,0.0,13,중간
MDF레이저가공,10,< 10,0.6,0.0,6.67,0.0,12,중간
H-BEAM가공,< 10,< 10,0.7,0.0,13.34,0.0,3,높음
CAM가공,40,20,0.3,0.3,0.66,1.34,13,중간
ABS제작,10,10,1.3,0.0,9.44,0.0,8,중간
3차원가공,< 10,< 10,0.0,0.7,0.0,9.53,3,높음
5축가공업체,40,< 10,2.7,0.0,6.68,0.0,15,높음
대전레이저절단,20,30,2.3,2.8,12.0,10.0,3,낮음
대구절곡,20,60,0.0,0.0,0.0,0.0,3,높음
대구벤딩,10,10,0.0,0.0,0.0,0.0,2,중간
널링가공,100,60,1.9,0.0,1.89,0.0,3,낮음
CNC집진기,30,20,0.9,0.0,3.0,0.0,13,중간
CNC선반가공,160,260,1.9,3.8,1.31,1.57,15,높음
PC카바,< 10,< 10,0.5,0.0,7.15,0.0,2,중간
알루미늄판재가공,20,10,0.7,1.0,3.34,9.38,3,높음
PVC가공,100,70,5.4,5.5,5.75,8.47,15,높음
철재프레임,220,450,4.4,18.0,2.19,4.24,15,높음
자작CNC,50,30,0.3,0.0,0.58,0.0,13,중간
고무판가공,< 10,< 10,0.3,0.0,5.0,0.0,3,높음
CNC밀링,530,660,2.7,13.0,0.58,2.14,15,중간
제품디자인의뢰,10,10,0.9,0.8,5.84,6.25,15,높음
밀링가공,370,230,1.5,0.5,0.44,0.24,15,중간
금속CNC가공,20,10,0.7,0.7,2.9,6.67,3,높음
부품가공업체,10,< 10,0.0,0.0,0.0,0.0,3,높음
냉온수세척기,< 10,< 10,0.6,0.3,21.22,8.34,11,중간
온수세차기,10,20,0.9,0.0,6.2,0.0,8,중간
냉온수고압세차기,10,10,0.5,1.0,5.18,7.15,13,중간
고압세척기제작,< 10,20,0.4,1.7,8.11,8.78,15,높음
가정용스팀청소기,30,100,1.0,0.8,2.68,0.75,15,높음
가정용고압세차기,10,50,0.7,0.5,5.56,0.97,3,높음
정밀가공,260,150,4.1,2.0,1.73,1.36,15,높음
판금레이저,10,10,0.0,0.7,0.0,6.25,3,높음
축가공,40,40,0.5,1.0,1.18,2.86,13,중간
기계설계용역,30,10,1.2,0.3,4.62,3.71,15,높음
절곡비용,10,10,1.3,0.0,13.34,0.0,3,높음
머시닝센터가공,40,20,0.9,0.0,2.46,0.0,15,높음
카본가공업체,< 10,< 10,0.7,0.0,16.67,0.0,3,높음
아크릴CNC가공,50,50,2.7,1.3,5.56,2.73,15,높음
황동CNC,10,10,1.2,0.0,8.7,0.0,2,중간
기계가공,310,230,2.0,3.3,0.72,1.48,15,중간
철재제작,30,40,1.9,0.0,6.96,0.0,15,높음
레이저절단,450,400,9.1,10.8,2.2,2.85,15,중간
레이저절단기,490,640,15.6,37.1,3.37,6.11,15,중간
판금가공,150,60,1.1,2.0,0.64,3.08,15,높음
볼트가공,50,50,1.9,0.5,3.67,0.99,15,높음
시화공단절곡,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
밀링공,< 10,10,0.0,0.0,0.0,0.0,3,높음
반도체가공,20,20,0.0,0.0,0.0,0.0,4,낮음
알루미늄판넬제작,< 10,10,1.0,0.0,16.67,0.0,3,높음
절곡집,50,140,1.9,1.3,4.32,1.25,3,낮음
정밀연마,20,20,0.4,0.0,2.13,0.0,13,중간
기구설계용역,10,< 10,0.3,0.0,2.97,0.0,15,높음
JIG제작,30,< 10,1.5,0.0,4.2,0.0,15,높음
로꾸루,< 10,< 10,1.0,0.5,25.0,9.1,2,중간
CNC가공단가,< 10,10,1.0,2.7,14.29,24.25,3,높음
벤치레스,50,130,1.8,2.7,3.21,2.28,13,중간
레이저커팅기가격,10,10,0.5,0.3,4.33,2.78,14,높음
평철밴딩,20,10,1.0,0.0,4.35,0.0,3,높음
PC가공,70,50,3.1,5.5,4.9,11.23,15,높음
갈바제작,40,60,1.5,2.8,3.84,4.92,15,높음
선반가공,880,1490,5.1,21.5,0.65,1.53,15,중간
철강기계,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
제관용접,80,100,0.9,0.0,1.34,0.0,15,높음
철판모형절단,10,< 10,0.3,0.0,3.3,0.0,9,중간
금속정밀가공,10,< 10,1.4,0.3,12.5,5.56,5,중간
목업업체,30,20,1.8,1.7,5.15,7.25,15,높음
플라스틱제작,360,500,14.1,33.3,4.26,7.1,15,높음
상품제작,80,70,0.7,3.8,0.95,5.21,15,높음
자동차목업,40,20,0.5,0.3,1.37,1.34,15,높음
CNC임가공,20,< 10,1.7,0.0,11.12,0.0,3,높음
화스너가격,< 10,10,0.1,0.0,5.56,0.0,9,중간
방산부품,20,10,0.3,0.8,1.34,7.15,3,높음
방전가공,660,440,3.8,3.8,0.64,0.93,15,중간
가공업체,100,60,2.2,1.0,2.25,1.7,15,높음
프라즈마절단,60,50,0.9,0.0,1.64,0.0,15,높음
절단가공,30,20,0.1,0.0,0.41,0.0,15,높음
마스크롤러,40,30,2.1,1.3,5.34,4.77,12,중간
공장싱크대,< 10,10,0.0,0.3,0.0,2.09,3,높음
금형랩핑,60,60,0.0,0.0,0.0,0.0,3,높음
내경가공,40,20,0.0,0.0,0.0,0.0,3,높음
슈퍼드릴,310,210,8.7,9.3,3.02,4.77,15,높음
쇼트사,30,40,0.3,0.0,1.15,0.0,3,높음
센터링머신,10,10,0.0,0.0,0.0,0.0,3,높음
보로실리케이트,110,90,1.2,0.8,1.15,0.8,7,중간
반도체폴리싱,10,< 10,1.4,0.0,10.53,0.0,3,높음
랩핑전문,< 10,20,0.0,1.0,0.0,4.17,15,높음
평탄,370,830,0.0,0.0,0.0,0.0,2,중간
폴리싱가공,20,10,0.3,0.0,1.41,0.0,3,낮음
주물가공,50,40,1.3,0.0,2.57,0.0,3,높음
지그가공,20,10,0.5,0.3,3.04,2.78,11,중간
진공주형,180,60,3.3,0.5,1.97,0.85,15,높음
챔버가공,10,< 10,0.0,0.0,0.0,0.0,3,높음
철물가공,10,30,0.4,1.5,2.57,5.56,8,중간
철물주문제작,30,20,3.6,2.7,11.97,10.67,13,중간
철제주문제작,40,70,1.7,3.3,4.09,4.51,14,높음
철제프레임제작,100,170,5.3,13.0,6.43,8.08,15,높음
철판CNC가공,10,10,0.4,1.0,3.23,10.0,3,높음
철판임가공,< 10,< 10,1.3,0.3,26.67,16.67,3,높음
케이스가공,10,< 10,0.3,0.0,2.89,0.0,10,중간
키가공,50,30,1.7,2.9,3.22,8.67,9,중간
탭핑가공,10,< 10,0.0,0.0,0.0,0.0,3,높음
테프론제작,< 10,< 10,0.9,0.0,14.48,0.0,13,중간
펀치가공,10,< 10,1.0,0.3,8.34,8.34,3,높음
폴리에틸렌가공,< 10,< 10,0.0,3.0,0.0,60.0,3,높음
풀리가공,40,30,2.5,2.3,7.17,8.34,8,중간
프라스틱가공,10,< 10,1.1,0.3,13.19,5.56,11,중간
프레나가공,50,30,1.8,0.0,3.98,0.0,4,낮음
프레스가공,450,280,11.0,6.5,2.56,2.42,15,높음
프레임가공,< 10,< 10,0.4,0.4,6.67,6.25,3,높음
프로콘가공,10,< 10,1.3,0.0,7.41,0.0,3,높음
플라스틱용기제조업체,140,150,13.4,15.3,9.86,10.58,15,높음
하우징가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
하이스가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
합성수지가공,40,< 10,0.4,0.0,0.98,0.0,15,높음
환봉가공,50,40,2.4,0.7,4.57,1.97,14,높음
황동판가공,10,< 10,0.4,0.0,3.58,0.0,3,높음
스테인레스주문제작,40,50,1.7,7.3,3.88,12.87,15,높음
스텐가공업체,< 10,< 10,0.3,0.7,8.34,16.67,3,높음
스텐레스제조,< 10,< 10,0.4,0.0,9.1,0.0,3,높음
스텐주문제작,40,100,3.7,12.3,9.65,12.63,15,높음
스텐철판가공,10,< 10,0.3,0.0,3.71,0.0,3,높음
스틸제작,20,40,2.3,3.0,8.48,6.67,15,높음
스피닝가공,60,40,0.0,0.0,0.0,0.0,3,높음
슬로터가공,10,< 10,0.4,0.0,2.44,0.0,2,중간
시보리제작,< 10,10,0.3,0.0,4.17,0.0,3,높음
신주제작,30,40,1.8,2.5,5.75,6.58,11,중간
실리콘주형,20,< 10,0.0,0.0,0.0,0.0,3,낮음
알루미늄밀링,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
알루미늄선반가공,< 10,< 10,0.3,0.0,3.71,0.0,3,높음
알루미늄임가공,< 10,< 10,0.7,0.0,7.41,0.0,3,높음
알루미늄절삭가공,< 10,< 10,0.4,0.0,8.34,0.0,2,중간
알루미늄제작업체,10,< 10,2.1,0.0,23.08,0.0,3,높음
알미늄제작,10,30,0.8,1.3,5.51,4.04,8,중간
엠시나이론,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
와샤가공,10,10,0.0,1.0,0.0,16.67,2,중간
외주가공업체,10,< 10,0.0,0.0,0.0,0.0,3,높음
원통가공,70,70,0.0,0.4,0.0,0.57,3,높음
음각가공,10,< 10,0.0,0.0,0.0,0.0,2,중간
의료기기가공,< 10,< 10,0.3,0.0,16.67,0.0,3,높음
자동선반가공,20,< 10,1.5,0.0,8.0,0.0,14,높음
정삭가공,180,70,0.3,0.0,0.19,0.0,3,높음
로라가공,10,< 10,1.0,0.7,10.0,9.53,3,높음
롤러가공,20,20,1.4,2.0,6.23,10.0,11,중간
메탈가공,10,10,0.7,0.3,4.45,2.57,3,높음
밀링업체,< 10,10,0.0,0.0,0.0,0.0,3,높음
바렐가공,30,10,0.0,0.0,0.0,0.0,1,중간
백그라이트가공,10,< 10,1.0,0.0,9.1,0.0,3,높음
백크라이트,90,40,0.0,0.0,0.0,0.0,3,높음
범용가공,10,< 10,0.3,0.0,1.97,0.0,3,높음
범용선반가공,20,10,0.3,0.0,1.67,0.0,3,높음
베이크라이트,300,390,2.9,5.0,1.09,1.51,14,높음
베크라이트가공,30,< 10,2.2,0.7,5.88,9.53,14,높음
벤치레스가공,< 10,< 10,0.0,1.0,0.0,25.0,2,중간
보링가공,120,70,3.4,0.3,2.88,0.47,15,높음
부시가공,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
부식가공,10,< 10,0.0,0.0,0.0,0.0,3,높음
부품임가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
부품제조,10,10,0.3,0.3,1.97,2.39,3,높음
블럭가공,< 10,< 10,0.3,0.0,6.67,0.0,3,높음
빼끄,30,30,0.0,0.6,0.0,2.05,3,높음
빼크라이트,90,50,1.1,1.0,1.23,1.82,14,높음
샤프트축,50,40,0.7,1.0,1.32,2.44,8,중간
서스가공,30,30,1.9,2.0,5.24,6.67,15,높음
선박부품가공,10,20,0.7,0.4,4.88,2.0,3,높음
선반밀링가공,10,10,0.7,0.0,5.34,0.0,11,중간
선반임가공,10,10,0.0,0.3,0.0,3.04,3,높음
소재가공,20,10,0.3,0.0,1.36,0.0,3,높음
소형가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
수지가공,180,170,2.8,1.3,1.59,0.79,15,높음
스크류가공,40,40,3.5,3.0,8.22,7.15,8,중간
스탠제작,< 10,20,1.0,0.5,16.67,3.18,3,높음
스테인레스스틸,920,1120,3.3,3.0,0.39,0.29,15,중간
SUS420J1,10,< 10,0.8,0.0,5.89,0.0,1,중간
SUS430J1L,< 10,< 10,0.0,0.3,0.0,11.12,3,높음
SUS440A,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
SUS업체,< 10,< 10,0.7,0.0,8.34,0.0,3,높음
SUS제작업체,< 10,< 10,0.3,0.0,6.67,0.0,3,높음
SUS파이프가공,< 10,< 10,0.7,0.0,66.67,0.0,3,높음
TAP가공,70,30,0.0,0.3,0.0,1.2,3,높음
TEFLON가공,< 10,< 10,0.3,0.0,5.89,0.0,3,낮음
가공집,20,30,0.2,0.0,0.72,0.0,6,중간
가스켓가공,< 10,< 10,0.0,0.3,0.0,5.56,3,높음
각파이프가공,10,< 10,3.8,0.3,29.07,5.56,7,중간
경면가공,40,20,0.0,0.0,0.0,0.0,3,높음
곡면가공,10,< 10,0.3,0.0,4.17,0.0,3,높음
구리가공업체,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
그라파이트가공,10,10,0.3,0.0,2.48,0.0,9,중간
금속가공제품제조,10,< 10,1.0,0.0,7.7,0.0,3,높음
금속부품가공,< 10,< 10,1.3,0.0,26.67,0.0,3,높음
금속절삭가공,< 10,< 10,0.3,0.0,4.17,0.0,3,높음
금속제조,20,30,0.5,0.3,3.39,1.05,15,높음
기계가공업체,10,20,0.4,0.0,2.37,0.0,15,높음
기계제작가공,10,30,3.3,3.1,16.67,9.0,4,낮음
기계제작의뢰,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
니플가공,< 10,< 10,0.5,2.0,16.67,33.34,2,중간
다축CNC,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
다축가공,10,10,0.0,0.0,0.0,0.0,3,높음
동관가공,< 10,< 10,0.0,1.1,0.0,15.39,3,높음
동부스바가공,< 10,< 10,0.2,0.0,8.0,0.0,8,중간
동파이프가공,< 10,< 10,0.3,1.1,6.67,18.19,3,높음
3D가공,30,20,1.0,0.3,3.23,1.29,15,높음
3D가공업체,< 10,< 10,0.3,0.0,16.67,0.0,3,높음
3축CNC,< 10,10,0.7,0.3,9.53,3.71,3,높음
3축가공,10,< 10,0.0,0.0,0.0,0.0,3,높음
CNC목업,20,< 10,1.7,0.3,9.26,5.56,3,높음
CNC밀링가공,10,10,0.0,0.0,0.0,0.0,3,높음
CNC비용,< 10,10,0.0,0.3,0.0,2.57,3,높음
CNC선반가공업체,< 10,< 10,0.6,0.3,7.5,5.56,15,높음
CNC선반밀링,30,10,0.7,0.0,1.76,0.0,3,높음
CNC선반업체,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
CNC알루미늄가공,< 10,< 10,0.3,0.0,4.17,0.0,3,높음
MCNYLON가공,< 10,< 10,0.3,0.0,6.46,0.0,6,중간
MCT임가공,10,< 10,1.9,0.0,12.85,0.0,7,중간
MC나이론,220,90,5.4,4.7,2.61,5.13,15,높음
MC나이론가공,< 10,< 10,0.0,0.0,0.0,0.0,7,중간
MC나일론,1040,560,17.3,13.3,1.78,2.49,15,높음
MC나일론가공,30,10,1.7,1.0,4.63,5.89,15,높음
MC오일론,< 10,< 10,2.4,0.0,80.0,0.0,2,중간
NCT업체,10,10,0.0,0.0,0.0,0.0,3,높음
NCT절곡,20,30,0.5,0.0,1.62,0.0,2,중간
NCT제작,< 10,10,0.4,1.1,9.1,28.58,3,높음
NC가공업체,< 10,< 10,0.7,0.0,8.34,0.0,3,높음
NC선반가공,< 10,< 10,0.0,0.3,0.0,5.56,3,높음
PEEK가공,10,< 10,0.8,0.0,5.43,0.0,15,높음
PET가공,20,10,1.2,0.3,4.66,2.39,3,낮음
PPS가공,< 10,< 10,1.0,0.0,16.67,0.0,3,높음
PU가공,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
PVC가공업체,< 10,10,0.3,1.0,6.67,7.7,3,높음
PVC제작,120,170,6.3,4.5,5.98,2.89,15,높음
SLOT가공,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
SS400가공,< 10,< 10,0.3,0.0,5.56,0.0,3,높음
STS가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
SUH1,< 10,< 10,2.0,0.0,40.0,0.0,3,높음
SUS303CU,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
SUS304CU,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
SUS304J1,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
SUS304N2,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
SUS304가공,10,10,0.0,0.0,0.0,0.0,3,높음
SUS312L,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
SUS316LN,10,< 10,0.0,0.0,0.0,0.0,3,높음
SUS329J1,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
SUS420F,< 10,< 10,1.0,0.4,12.5,20.0,3,높음
밀링가공업체,< 10,10,0.3,0.0,6.67,0.0,3,높음
MCT가공업체,10,< 10,0.5,0.0,2.46,0.0,15,높음
절삭가공업체,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
정밀가공업체,40,< 10,0.4,0.0,0.96,0.0,15,높음
부스바가공업체,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
수지가공업체,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
와이어가공업체,< 10,< 10,0.3,0.0,33.34,0.0,3,높음
알루미늄레이저가공,30,40,1.2,0.3,2.99,0.77,13,중간
샤프트가공,80,40,6.0,0.8,8.22,1.98,15,높음
평철가공,< 10,20,0.4,1.9,4.05,7.58,11,중간
스테인레스제작,160,320,9.7,29.3,6.05,9.65,15,높음
NC가공,360,320,3.5,3.3,1.03,1.06,15,높음
레이저홀가공,20,20,0.3,0.0,1.29,0.0,3,높음
알루미늄제작,170,240,5.9,13.5,3.6,6.11,15,높음
나무각인,210,510,3.9,10.7,1.93,2.29,15,높음
철재가공,20,20,0.6,0.3,2.78,1.45,11,중간
스테인레스가공,140,140,4.7,7.8,3.68,5.88,15,높음
철판레이저컷팅,10,10,0.3,0.3,2.28,3.13,3,높음
선반가공업체,20,10,1.4,0.0,7.0,0.0,15,높음
스테인리스주문제작,20,30,0.7,1.0,4.08,3.34,12,중간
스테인리스제작,80,110,3.6,6.0,4.5,5.77,15,높음
파이프제작,80,100,2.1,3.3,2.62,3.74,15,높음
DS워터,20,< 10,0.0,0.0,0.0,0.0,4,낮음
스테인레스업체,10,< 10,1.3,0.0,10.64,0.0,12,중간
온수세척기,< 10,< 10,0.6,0.0,8.89,0.0,6,중간
의료기기부품,< 10,10,1.3,0.0,16.67,0.0,3,높음
프라스틱금형,< 10,< 10,0.4,0.0,13.34,0.0,15,높음
시제품,3200,2550,4.3,3.5,0.15,0.15,15,중간
MOLD,3690,5810,0.4,3.4,0.02,0.07,11,중간
가구디자인,770,950,4.7,14.4,0.68,1.7,15,높음
금형제작지원,10,< 10,0.7,0.0,7.41,0.0,3,높음
알루미늄압출성형,10,< 10,0.0,0.0,0.0,0.0,2,중간
미니CNC조각기,70,130,1.4,0.0,2.07,0.0,14,높음
CNC가공비용,20,20,0.0,0.0,0.0,0.0,3,높음
외날엔드밀,40,40,0.9,1.8,2.1,4.17,10,중간
금형방전,60,50,0.0,1.4,0.0,3.23,2,중간
방전,1900,4290,0.0,0.7,0.0,0.02,3,높음
분말금형,10,< 10,0.7,1.3,6.67,19.05,3,높음
금속도색,70,140,1.5,0.3,2.23,0.26,11,중간
샤프트가이드,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
CATECH,50,50,3.0,0.0,6.53,0.0,2,중간
다이세트,50,60,0.4,0.0,0.73,0.0,8,중간
부스바제작,50,30,2.2,0.7,4.18,1.97,11,중간
LVD절곡기,< 10,10,1.0,0.0,14.29,0.0,1,중간
고속가공,20,10,0.3,1.0,1.45,6.67,3,높음
복합가공기,30,10,0.4,0.0,1.82,0.0,15,높음
함체제작,30,10,0.7,0.7,2.6,5.13,15,높음
가공자재,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
부산CNC,60,120,0.5,0.3,0.89,0.28,15,높음
유리연마,80,210,1.0,2.5,1.23,1.2,15,높음
절삭가공,540,290,2.8,3.0,0.55,1.12,15,높음
금속레이저절단,< 10,< 10,0.0,0.0,0.0,0.0,15,높음
철판벤딩,40,30,1.7,0.0,4.0,0.0,12,중간
반도체세라믹,50,50,0.5,0.0,0.95,0.0,2,중간
레이져절단기,100,180,4.0,11.0,3.95,6.63,15,중간
오축가공,10,10,0.3,0.0,3.05,0.0,15,높음
플라스틱용접,190,610,2.7,1.5,1.48,0.26,15,높음
레이저땜,40,160,4.0,4.0,12.5,3.08,1,중간
자동화용접,10,10,0.5,0.0,2.82,0.0,8,중간
안경용접,10,70,0.0,0.3,0.0,0.52,3,높음
식품기계설계,80,10,0.7,0.3,0.82,3.34,3,높음
기계기구설계,< 10,< 10,1.0,0.0,12.5,0.0,3,높음
정밀기계,140,220,0.7,1.5,0.5,0.73,15,높음
샤프트가공업체,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
CNC가공프로그램,30,60,0.8,0.3,2.5,0.53,8,중간
제이텍이엔지,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
금속레이저가공,20,20,0.3,1.0,1.41,3.45,15,높음
CNC업체,40,50,0.9,4.7,2.63,9.73,15,높음
목업가공,10,< 10,0.0,0.0,0.0,0.0,15,높음
NCT가공업체,< 10,< 10,0.3,0.0,4.17,0.0,3,높음
ANODIZING,620,280,0.7,0.0,0.12,0.0,3,높음
금속CNC,30,30,1.4,0.0,3.99,0.0,11,중간
제품제작업체,< 10,10,0.5,0.0,17.78,0.0,15,높음
프레스가공업체,20,10,1.1,0.3,5.07,3.34,15,높음
대형가공업체,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
구미가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
철판절단가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
레이저조각,90,120,1.5,5.3,1.71,4.73,15,높음
레이져조각,< 10,< 10,0.0,0.8,0.0,18.75,15,높음
금속주문제작,30,50,2.8,3.3,7.37,6.5,15,높음
양면연마,10,10,0.0,0.0,0.0,0.0,3,높음
휴대폰케이스디자인,30,80,0.3,0.0,0.89,0.0,15,높음
공기청정기개발,10,< 10,1.0,0.3,8.34,4.17,3,높음
제품랜더링,10,< 10,0.7,0.0,3.93,0.0,3,높음
후판가공,< 10,< 10,0.8,0.0,15.39,0.0,3,높음
레이저절단기가격,10,10,0.1,0.0,1.99,0.0,14,중간
서스제작,20,20,2.1,1.3,7.9,5.34,14,높음
외주가공,140,80,0.0,0.0,0.0,0.0,3,높음
플라스틱모형제작,10,30,0.6,0.0,4.21,0.0,15,중간
총알볼트,170,400,0.8,0.3,0.52,0.07,9,중간
래핑머신,60,40,2.6,1.0,4.6,2.44,13,중간
3D모델링디자인,< 10,10,0.4,1.8,7.15,11.91,2,중간
기구설계외주,10,< 10,0.3,0.3,3.51,11.12,13,중간
캐드도면의뢰,10,10,1.3,1.0,7.82,7.15,4,낮음
3D형상모델링,30,20,0.0,0.0,0.0,0.0,3,높음
캐드제작,10,< 10,1.0,0.0,9.1,0.0,3,높음
케이스설계,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
평면도그리기,1080,650,1.4,0.7,0.14,0.11,15,높음
플라스틱샘플제작,10,< 10,0.7,0.0,9.53,0.0,3,높음
플라스틱설계,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
플라스틱소량제작,10,< 10,1.7,0.0,14.29,0.0,3,높음
플라스틱주문제작,100,110,4.1,7.3,4.15,6.91,15,높음
하드웨어개발,70,60,0.3,0.3,0.46,0.44,15,높음
황동제작,20,30,1.8,2.7,7.67,6.84,14,높음
시제품만들기,< 10,< 10,0.0,0.0,0.0,0.0,14,중간
시제품설계,< 10,< 10,0.3,0.0,11.12,0.0,15,높음
시제품제작소,20,10,0.4,0.0,1.6,0.0,15,높음
아이디어상품제작,30,40,1.5,0.8,4.79,1.98,15,높음
아이디어시제품,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
알루미늄목업,10,< 10,0.9,0.0,5.52,0.0,15,높음
양산설계,10,10,0.0,0.0,0.0,0.0,3,높음
완구제작,10,20,0.3,1.3,3.38,5.8,15,높음
이중사출,450,190,3.6,2.0,0.84,1.09,15,높음
인천3D프린팅,10,< 10,0.5,0.0,6.07,0.0,15,높음
제작대행,10,10,0.0,0.3,0.0,3.71,3,높음
제작주문,30,70,0.3,0.5,1.06,0.69,14,높음
부천3D프린터,10,20,0.3,0.0,1.67,0.0,15,높음
부천목업,10,< 10,0.7,0.0,3.99,0.0,11,중간
부품설계,20,10,0.0,0.0,0.0,0.0,5,중간
생활아이디어제품,10,10,0.7,0.0,6.67,0.0,3,높음
설계업체,40,30,0.1,0.0,0.35,0.0,15,높음
설계용역,280,70,1.4,0.0,0.54,0.0,15,높음
