relKeyword,monthlyPcQcCnt,monthlyMobileQcCnt,monthlyAvePcClkCnt,monthlyAveMobileClkCnt,monthlyAvePcCtr,monthlyAveMobileCtr,plAvgDepth,compIdx
프레스금형제작,50,30,1.5,1.8,2.88,5.47,15,높음
복합자동선반,< 10,20,0.0,0.3,0.0,2.57,3,높음
선반집,30,90,0.7,0.4,2.39,0.41,3,높음
스텐판절곡,40,30,1.4,0.0,3.42,0.0,3,높음
분말금형,10,< 10,0.7,1.3,6.67,19.05,3,높음
알루미늄레이져가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
스텐레스절곡,30,40,0.8,0.0,2.64,0.0,11,중간
철형,270,430,1.3,1.3,0.52,0.33,15,높음
철재제작,30,40,1.9,0.0,6.96,0.0,15,높음
알루미늄레이저,40,40,0.8,0.5,1.79,1.2,13,중간
알미늄가공,40,20,2.6,0.7,6.05,2.9,15,높음
대구철판가공,10,10,1.9,0.0,13.89,0.0,3,높음
금속가공업체,40,30,1.4,0.0,3.41,0.0,15,높음
절곡업체,10,10,0.1,0.3,0.8,2.09,14,높음
임가공,2660,2090,2.2,0.3,0.1,0.02,15,높음
판금비용,50,180,0.2,0.0,0.38,0.0,11,중간
판금회사,< 10,10,0.7,0.7,11.12,7.41,3,높음
판금기계,20,20,1.3,1.0,6.63,3.89,9,중간
판금집,< 10,10,0.0,0.8,0.0,7.15,2,중간
CNC가공프로그램,30,60,0.8,0.3,2.5,0.53,8,중간
H빔가공,100,120,8.2,17.5,8.15,15.09,15,높음
고속가공,20,10,0.3,1.0,1.45,6.67,3,높음
CNC제작,30,60,0.8,1.3,2.09,2.12,12,중간
제이텍이엔지,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
평철밴딩,20,10,1.0,0.0,4.35,0.0,3,높음
스텐레스절단,20,50,0.3,0.0,1.56,0.0,15,높음
CNC자동선반,130,90,2.5,5.0,2.04,5.62,15,높음
레이저절단절곡,20,40,1.2,0.5,5.52,1.32,14,높음
선반가공업체,20,10,1.4,0.0,7.0,0.0,15,높음
창원레이저가공,< 10,10,0.0,0.0,0.0,0.0,3,높음
화스너가격,< 10,10,0.1,0.0,5.56,0.0,9,중간
졸업작품목업,10,10,1.1,3.0,8.1,25.0,15,높음
목업업체,30,20,1.8,1.7,5.15,7.25,15,높음
상품제작,80,70,0.7,3.8,0.95,5.21,15,높음
자동차목업,40,20,0.5,0.3,1.37,1.34,15,높음
복합선반,30,20,0.1,0.0,0.44,0.0,15,높음
스테인리스제작,80,110,3.6,6.0,4.5,5.77,15,높음
BLASTING,340,460,0.2,0.0,0.08,0.0,12,중간
절단가공,30,20,0.1,0.0,0.41,0.0,15,높음
스텐앵글,500,890,14.9,53.5,3.15,6.44,15,높음
스테인레스절곡,70,80,2.1,0.7,3.05,0.87,10,중간
시화공단절곡,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
스텐레이저가공,20,20,2.0,0.4,7.8,1.93,3,높음
절삭,3780,2760,0.7,3.3,0.03,0.13,13,중간
철판벤딩,40,30,1.7,0.0,4.0,0.0,12,중간
CNC밀링기계,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
몰드베이스,250,210,0.7,0.5,0.3,0.25,14,높음
절단,1370,1980,0.5,2.5,0.05,0.14,15,높음
평철가공,< 10,20,0.4,1.9,4.05,7.58,11,중간
판금제작,50,30,2.5,2.0,4.74,7.7,15,높음
SUS절곡,40,10,2.0,0.7,5.46,4.09,3,높음
레이저절단기가격,10,10,0.1,0.0,1.99,0.0,14,중간
철판밴딩,120,110,2.9,3.8,2.63,3.35,14,높음
부산절곡,10,40,0.7,0.0,4.88,0.0,3,높음
철판모형절단,10,< 10,0.3,0.0,3.3,0.0,9,중간
프라즈마절단,60,50,0.9,0.0,1.64,0.0,15,높음
절곡가공,30,30,0.9,0.0,2.79,0.0,13,중간
초경,1590,6490,1.1,4.4,0.08,0.08,15,중간
레이저커팅기가격,10,10,0.5,0.3,4.33,2.78,14,높음
기계수리,80,140,2.2,2.3,2.79,1.66,15,높음
절단업체,10,10,0.0,0.0,0.0,0.0,15,높음
세완테크,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
밀링공,< 10,10,0.0,0.0,0.0,0.0,3,높음
SUS절단,10,10,0.4,0.3,2.26,2.78,15,높음
자동선반가공,20,< 10,1.5,0.0,8.0,0.0,14,높음
레이저홀가공,20,20,0.3,0.0,1.29,0.0,3,높음
스텐절단,70,190,1.7,2.3,2.52,1.3,15,높음
PE가공,40,10,4.1,0.7,11.0,4.77,15,높음
프레스금형제작업체,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
샤링절곡,10,50,0.3,0.0,2.13,0.0,3,높음
스테인리스가공,60,50,1.6,2.3,2.55,4.6,15,높음
금형프레스,60,60,1.2,1.8,1.81,2.66,14,높음
철판제조,< 10,10,0.0,1.7,0.0,10.53,3,높음
벤딩업체,30,20,1.0,1.4,3.59,5.89,9,중간
3D프린터자격증,1470,2190,12.4,44.5,0.94,2.19,15,중간
부산절단절곡,< 10,10,0.3,0.4,11.12,2.86,3,높음
경판가공,30,10,2.0,0.3,5.95,2.23,9,중간
외함제작,10,< 10,0.3,0.0,2.24,0.0,12,중간
스틸폼,60,90,1.2,0.7,1.95,0.78,14,높음
기계프레임,10,< 10,0.0,0.3,0.0,5.56,3,높음
스텐밴딩,30,70,0.3,0.5,0.99,0.65,3,높음
기계카바,< 10,< 10,0.1,0.0,1.34,0.0,15,높음
금속레터링,10,10,0.0,0.0,0.0,0.0,1,중간
SUS레이저가공,< 10,< 10,0.3,0.0,8.34,0.0,3,높음
알루미늄판가공,70,50,1.7,0.0,2.55,0.0,15,높음
알루미늄절단,140,200,1.9,0.3,1.41,0.17,15,높음
샘플가공,< 10,< 10,0.1,0.0,1.02,0.0,14,높음
CNC밀링머신,50,40,0.7,0.3,1.35,1.05,14,중간
5축CNC,60,70,1.4,1.8,2.42,2.58,15,높음
판금제조,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
김해레이저절단,< 10,< 10,1.1,1.4,27.28,20.0,3,높음
자동화기계부품,< 10,10,0.5,0.7,10.15,6.67,14,높음
부천레이저,10,30,0.1,0.3,0.64,0.96,12,중간
레이져컷팅기,< 10,10,0.1,0.0,1.34,0.0,15,높음
티타늄가공업체,< 10,< 10,0.6,0.7,7.22,6.67,12,중간
절삭가공,540,290,2.8,3.0,0.55,1.12,15,높음
철판경사로,20,10,0.0,0.0,0.0,0.0,3,높음
소형CNC밀링,10,< 10,0.7,0.0,6.67,0.0,3,높음
레이저커터,210,230,0.9,1.5,0.46,0.66,15,높음
블라스팅,210,170,2.0,1.0,1.02,0.63,15,높음
기계설계,1430,1170,3.1,5.3,0.24,0.46,15,중간
레이져커팅,10,10,0.1,0.7,1.21,4.77,15,높음
PET가공,20,10,1.2,0.3,4.66,2.39,3,낮음
파이프벤딩,190,160,7.7,7.3,4.31,4.81,15,높음
신주가공,20,10,0.6,1.0,2.73,7.15,15,높음
금속글자,20,20,0.7,1.0,3.34,5.0,7,중간
알미늄절곡,20,20,0.7,0.3,3.71,1.59,3,높음
철판절단절곡,40,20,0.4,0.8,1.04,2.89,15,높음
지붕창,100,210,5.0,15.9,4.74,7.58,14,높음
알루미늄프레임,590,560,15.4,13.0,2.79,2.45,15,높음
정밀,840,2040,1.5,0.3,0.2,0.02,15,높음
외주가공,140,80,0.0,0.0,0.0,0.0,3,높음
알루미늄부품가공,< 10,< 10,1.0,0.3,20.52,16.67,8,중간
금속가공제품제조,10,< 10,1.0,0.0,7.7,0.0,3,높음
금속레이저컷팅,20,30,0.8,1.0,3.31,3.13,13,중간
함체제작,30,10,0.7,0.7,2.6,5.13,15,높음
고급우체통,< 10,< 10,0.3,0.0,11.12,0.0,3,높음
철판임가공,< 10,< 10,1.3,0.3,26.67,16.67,3,높음
휀스제작,40,50,3.4,3.0,10.0,5.46,15,높음
스테인레스인테리어,40,50,0.0,0.0,0.0,0.0,3,높음
철재인테리어소품,< 10,10,0.0,0.0,0.0,0.0,15,높음
알루미늄레이저절단,20,10,0.4,0.0,1.93,0.0,3,높음
황동CNC,10,10,1.2,0.0,8.7,0.0,2,중간
파이프레이져,< 10,< 10,0.3,0.0,16.67,0.0,15,높음
롤러가공,20,20,1.4,2.0,6.23,10.0,11,중간
스틸절곡,10,< 10,0.7,0.0,5.27,0.0,3,높음
철판롤링,20,20,1.7,0.4,6.94,1.76,7,중간
대구파이프레이저,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
기계커버,30,20,1.5,0.0,4.35,0.0,15,높음
알루미늄가공업체,120,80,7.7,5.0,6.34,6.67,15,높음
3D레이져,10,40,0.4,0.0,2.58,0.0,14,높음
포맥스가공,60,50,1.1,1.7,2.23,3.41,15,높음
레이저판금,10,10,0.7,0.0,4.77,0.0,6,중간
스테인레스스틸,920,1120,3.3,3.0,0.39,0.29,15,중간
금형가공,130,100,2.3,0.8,1.91,0.76,15,높음
베벨가공,20,< 10,0.3,0.0,1.34,0.0,3,높음
파이프코스타,20,20,1.4,0.3,6.08,1.39,9,중간
고주파밴딩,110,90,6.7,3.9,6.25,4.78,6,중간
안산절곡,10,10,0.0,0.0,0.0,0.0,3,높음
파이프레이져가공,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
CNC정밀가공,10,< 10,0.7,0.0,4.17,0.0,15,높음
철판레이저커팅,30,10,0.0,0.0,0.0,0.0,3,높음
정밀가공업체,40,< 10,0.4,0.0,0.96,0.0,15,높음
갈바절곡,140,130,2.0,2.7,1.53,2.21,14,중간
GUIDEPIN,20,10,2.5,0.0,12.29,0.0,3,높음
밴딩업체,30,50,0.9,0.0,2.77,0.0,15,높음
철판레이져,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
성해산업,10,20,0.0,0.0,0.0,0.0,1,중간
로고각인,90,120,2.9,3.3,3.06,3.06,15,높음
인천레이저가공,20,< 10,0.6,0.0,3.1,0.0,10,중간
파이프레이저절단,10,20,0.1,0.0,0.85,0.0,12,중간
스테인레스절단,40,80,0.2,0.5,0.32,0.61,13,중간
스텐절단절곡,20,20,0.0,0.5,0.0,2.86,3,높음
선반밀링,370,600,1.3,5.3,0.39,0.96,15,높음
철판절단가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
부품제작,20,20,0.5,2.0,1.95,10.0,15,높음
프레임가공,< 10,< 10,0.4,0.4,6.67,6.25,3,높음
아이디어제작,10,30,0.7,2.0,4.32,6.9,15,높음
평철절곡,10,< 10,0.3,0.0,5.0,0.0,3,높음
레이져용접,140,210,2.1,3.3,1.58,1.64,15,높음
경사로제작,40,40,2.7,1.3,6.68,4.17,12,중간
반도체프레임,10,20,0.0,1.3,0.0,4.94,7,중간
밴딩,2080,3450,8.9,26.3,0.47,0.81,15,중간
리벳가공,< 10,< 10,0.9,0.0,10.0,0.0,2,중간
서스가공,30,30,1.9,2.0,5.24,6.67,15,높음
울산레이저가공,10,10,1.2,1.3,13.64,9.53,2,낮음
후판가공,< 10,< 10,0.8,0.0,15.39,0.0,3,높음
통신기기,150,130,1.1,1.3,0.75,1.01,15,높음
아연도금강판,680,460,7.4,18.3,1.19,4.23,14,높음
S45C철판,30,20,2.1,0.7,7.15,3.85,3,높음
알미늄체크판,60,140,1.6,11.3,2.9,8.1,12,중간
경기도광주철강,< 10,10,0.0,0.0,0.0,0.0,2,중간
시흥시철강,10,10,0.0,0.0,0.0,0.0,3,높음
수원철강,30,120,4.4,7.4,11.68,6.29,7,중간
일산철강,10,30,0.7,0.8,5.13,2.64,3,높음
남양주철강,20,40,0.8,1.0,3.99,2.39,10,중간
레이저컷팅비용,< 10,< 10,0.1,0.7,1.12,7.41,15,높음
원미철강,60,50,0.0,0.0,0.0,0.0,2,중간
베이스철판,30,20,0.0,0.0,0.0,0.0,13,중간
알루미늄벤딩,20,30,0.4,0.0,1.55,0.0,12,중간
철판샤링,40,70,1.7,0.5,4.84,0.79,10,중간
사출금형부품,20,10,1.0,0.3,5.79,2.39,13,중간
갈바철판,240,220,5.2,4.3,2.32,2.0,12,중간
미끄럼방지철판,60,90,2.5,0.7,4.23,0.74,6,중간
베벨기어가공,10,< 10,0.1,0.3,1.17,6.67,8,중간
차량용반도체,450,1140,0.4,0.0,0.09,0.0,3,높음
자동차용반도체,50,120,0.0,0.0,0.0,0.0,1,중간
CNC절단,30,40,0.9,0.0,2.81,0.0,15,높음
ERGOTAMINETARTRATE,< 10,10,0.0,0.0,0.0,0.0,1,중간
ERIOCHROMEBLACKT,70,10,0.0,0.0,0.0,0.0,1,중간
ERUCAMIDE,40,10,0.5,0.0,1.36,0.0,2,중간
ESTRADIOL,630,1230,0.0,0.0,0.0,0.0,3,높음
ERYTHROPOIETIN,1300,1980,0.0,1.2,0.0,0.07,2,중간
ERYTHROSINE,20,< 10,0.0,0.0,0.0,0.0,1,중간
ESCHERICHIACOLI,2450,2350,0.0,0.0,0.0,0.0,3,높음
ESCIN,20,< 10,0.6,0.0,2.95,0.0,2,중간
ESSENTIALOIL,250,350,0.3,0.3,0.13,0.1,14,중간
EP표준품,10,< 10,0.0,0.0,0.0,0.0,3,높음
ERYTHROMYCIN,690,1180,0.0,0.0,0.0,0.0,2,중간
금속레이저커팅,80,50,1.9,0.3,2.62,0.7,12,중간
벤딩,1110,1510,7.3,12.0,0.71,0.86,15,높음
부산금속가공,10,< 10,1.7,0.0,14.29,0.0,3,높음
설계도면,970,850,2.1,0.7,0.24,0.09,15,높음
수원레이저가공,< 10,< 10,0.4,0.0,4.77,0.0,8,중간
유리절단,150,380,2.6,13.0,1.94,3.7,14,높음
철판주문제작,50,70,1.9,5.3,3.93,7.21,10,중간
맨홀,3160,5040,58.2,72.3,1.98,1.58,15,중간
맨홀덮개,140,200,2.4,3.3,1.86,1.74,10,중간
맨홀커버,60,60,1.7,1.0,2.69,1.71,14,높음
무늬판,20,30,1.0,0.0,4.74,0.0,9,중간
문턱경사로,110,190,1.4,1.5,1.25,0.84,14,중간
미끄럼방지계단,40,90,1.1,0.3,3.04,0.41,15,높음
경사로발판,90,140,3.3,8.8,3.89,6.25,15,높음
경사로진입판,50,70,1.3,0.7,2.68,0.91,15,중간
경사발판,110,280,0.8,2.0,0.78,0.74,13,중간
계단경사로,100,200,1.1,8.3,1.22,4.37,14,중간
계단절곡,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
계단철판,40,120,2.0,1.2,4.91,1.22,2,중간
EGI철판,180,70,1.6,2.5,0.94,3.38,14,높음
평철제작,10,10,3.0,0.0,50.0,0.0,1,중간
철판타공판,10,20,1.2,0.7,7.9,3.04,8,중간
체크무늬철판,80,60,3.5,0.3,4.92,0.62,14,높음
체크무늬판,20,20,0.3,1.0,1.15,5.0,3,높음
체크철판,230,290,6.6,17.8,3.16,6.63,15,높음
타공판절곡,< 10,10,1.4,0.0,17.4,0.0,3,높음
차량경사판,20,40,1.1,1.7,4.23,3.71,12,중간
차량진입발판,20,50,0.9,0.0,4.75,0.0,12,중간
알루미늄발판,220,500,5.5,17.8,2.64,3.86,15,높음
알미늄발판,40,110,2.8,0.5,6.62,0.48,8,중간
입구발판,90,210,1.1,1.3,1.31,0.65,15,높음
스텐덮개,20,70,0.3,0.0,1.39,0.0,3,높음
스텐발판,60,110,1.0,0.5,2.06,0.48,14,높음
사각맨홀뚜껑,260,450,10.7,24.0,4.31,5.65,14,중간
스테인레스레이저가공,< 10,< 10,0.7,0.0,7.15,0.0,3,높음
앵글벤딩,10,10,0.0,0.0,0.0,0.0,3,높음
파이프타공,30,40,0.4,0.5,1.27,1.17,8,중간
인천절곡,10,20,0.4,2.8,2.28,14.71,3,높음
인천철판가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
광주철판가공,< 10,10,0.0,0.0,0.0,0.0,3,높음
철가공,80,90,2.0,6.3,2.52,7.36,15,높음
파이프탭가공,10,< 10,0.3,0.0,4.35,0.0,3,높음
3차원레이져,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
CNC밀링가공,10,10,0.0,0.0,0.0,0.0,3,높음
부산절단,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
CNC펀칭,10,10,0.0,0.0,0.0,0.0,2,중간
알루미늄압출가공,10,< 10,0.8,0.0,6.07,0.0,10,중간
식칼각인,10,30,0.0,0.0,0.0,0.0,2,중간
소형정밀가공,10,< 10,4.0,1.0,33.34,11.12,3,높음
시흥스텐,< 10,30,0.0,0.0,0.0,0.0,3,높음
동원밴딩,10,10,0.6,1.0,4.77,20.0,2,중간
동원벤딩,10,10,1.1,0.0,7.7,0.0,3,높음
일산렉산,10,20,0.8,0.7,4.73,3.18,9,중간
CNC절곡,20,20,1.7,0.0,7.05,0.0,3,높음
3D금형설계,< 10,< 10,0.3,0.0,8.34,0.0,3,높음
프레스금형업체,10,< 10,1.3,0.3,8.89,5.56,15,높음
스텐레이저커팅,< 10,< 10,0.4,0.0,5.27,0.0,2,중간
PENNUT,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
대전레이저가공,20,10,1.2,0.4,4.88,2.95,7,중간
선반기계,790,1610,5.0,5.3,0.69,0.37,11,중간
고주파벤딩,80,50,7.3,2.1,9.67,4.03,5,중간
포천레이저,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
배수구덮개,740,3560,6.9,54.3,1.03,1.64,15,중간
그리스트랩도면,100,110,9.0,4.0,9.14,3.58,7,중간
경계엣지,180,80,8.7,5.0,5.49,6.58,11,중간
트랜지,150,840,3.0,18.0,2.0,2.31,15,높음
스틸그래이팅,40,40,1.6,5.0,3.75,13.52,14,높음
주방배수로,< 10,10,0.7,0.3,33.34,2.64,3,높음
원자재,2820,3750,0.4,0.3,0.02,0.01,11,중간
스텐레스스틸,190,190,0.7,1.0,0.39,0.57,14,중간
스텐트렌치,270,440,13.7,31.5,5.43,7.94,15,높음
전기자전거배터리케이스,10,30,0.8,0.0,5.0,0.0,1,중간
설계도,1660,1690,1.1,2.3,0.08,0.16,15,중간
고려ST,< 10,20,0.0,0.0,0.0,0.0,0,낮음
PIPE가공,< 10,< 10,1.0,0.0,25.0,0.0,1,중간
프로레이져,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
스텐레이저,20,20,0.0,0.4,0.0,1.13,3,높음
스텐샤링,< 10,20,0.0,0.0,0.0,0.0,0,낮음
삼신LTS,10,< 10,0.0,0.0,0.0,0.0,0,낮음
삼신레이져,20,30,0.0,0.0,0.0,0.0,0,낮음
레이져센터,30,10,0.0,0.0,0.0,0.0,2,중간
포천스텐,< 10,10,0.0,0.0,0.0,0.0,2,중간
황동가공,60,60,1.3,2.0,2.18,3.45,14,중간
H빔벤딩,20,10,2.0,1.0,9.53,7.7,3,높음
SUS가공업체,< 10,< 10,0.1,0.0,4.45,0.0,15,높음
부천레이저가공,< 10,< 10,0.3,0.7,4.77,16.67,3,높음
파이프홀가공,20,30,0.3,1.0,1.17,3.23,11,중간
반도체가공,20,20,0.0,0.0,0.0,0.0,4,낮음
CNC모형절단,10,30,0.2,0.0,1.36,0.0,14,높음
금속글씨,10,20,0.3,1.1,4.35,4.92,3,높음
파이프레이저커팅,< 10,< 10,0.9,0.0,11.12,0.0,3,낮음
인천레이저,20,40,0.1,0.0,0.27,0.0,15,높음
금강레이저,40,40,0.0,0.0,0.0,0.0,1,중간
레이져절곡,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
샤링절단,20,10,0.3,0.0,1.89,0.0,3,높음
무늬철판계단,< 10,< 10,0.7,0.0,16.67,0.0,3,높음
밀링기,350,400,2.5,1.5,0.81,0.42,15,높음
레이져판금,< 10,< 10,0.9,0.0,14.29,0.0,2,중간
핀가공,60,30,5.3,1.5,8.11,4.29,12,중간
반도체폴리싱,10,< 10,1.4,0.0,10.53,0.0,3,높음
보로실리케이트,110,90,1.2,0.8,1.15,0.8,7,중간
슈퍼드릴,310,210,8.7,9.3,3.02,4.77,15,높음
쇼트사,30,40,0.3,0.0,1.15,0.0,3,높음
센터링머신,10,10,0.0,0.0,0.0,0.0,3,높음
폴리싱가공,20,10,0.3,0.0,1.41,0.0,3,낮음
평탄,370,830,0.0,0.0,0.0,0.0,2,중간
금형랩핑,60,60,0.0,0.0,0.0,0.0,3,높음
랩핑전문,< 10,20,0.0,1.0,0.0,4.17,15,높음
내경가공,40,20,0.0,0.0,0.0,0.0,3,높음
레이져조각기,< 10,< 10,0.1,0.0,1.34,0.0,15,높음
부산스텐제작,20,< 10,1.4,0.0,6.67,0.0,7,중간
부산레이저가공,30,20,1.8,0.0,6.98,0.0,10,중간
SPACEFRAME,60,30,3.0,1.0,5.22,3.58,2,낮음
CNC복합기,110,120,1.9,1.3,1.88,1.09,15,높음
H빔밴딩,20,10,2.3,0.0,10.15,0.0,3,높음
철판레이저절단,< 10,10,0.0,0.4,0.0,3.85,3,높음
CNC조각,80,70,1.2,1.3,1.5,1.9,15,높음
태양광지지대,20,20,0.8,0.3,2.86,1.39,15,높음
각파이프레이저,< 10,< 10,1.1,0.0,13.34,0.0,2,중간
스텐드럼,20,60,0.2,2.3,0.86,3.83,10,중간
서스드럼,< 10,< 10,0.0,0.5,0.0,7.15,2,중간
SUS드럼,10,< 10,3.0,0.7,27.28,16.67,3,높음
코팅드럼,< 10,< 10,0.7,0.0,11.12,0.0,3,높음
드럼제작,10,< 10,2.0,0.0,18.19,0.0,1,중간
고내식,40,10,0.0,0.0,0.0,0.0,2,중간
공구강,190,110,1.2,2.3,0.65,2.35,13,중간
CAMSHAFT,100,50,0.0,0.0,0.0,0.0,3,높음
STANDOFFNUT,10,< 10,1.1,0.0,11.12,0.0,2,중간
링가공,< 10,< 10,0.7,0.0,13.34,0.0,3,높음
범용선반가공,20,10,0.3,0.0,1.67,0.0,3,높음
자동반,10,20,0.7,1.0,4.35,5.0,4,낮음
정밀기계부품,10,< 10,0.0,0.0,0.0,0.0,3,높음
특수가공,50,10,0.3,0.7,0.71,4.77,3,높음
특수스크류,< 10,< 10,0.3,0.0,6.67,0.0,3,높음
펜너트,10,10,1.0,1.8,5.56,12.91,3,높음
플런져,60,40,0.7,0.7,1.34,1.71,6,중간
핀가공업체,< 10,< 10,1.9,0.0,62.5,0.0,3,높음
후크핀,20,60,0.7,0.3,3.34,0.44,3,높음
힌지샤프트,< 10,< 10,0.0,0.7,0.0,33.34,2,중간
CNC가공단가,< 10,10,1.0,2.7,14.29,24.25,3,높음
벤치레스,50,130,1.8,2.7,3.21,2.28,13,중간
로꾸루,< 10,< 10,1.0,0.5,25.0,9.1,2,중간
범용선반,620,750,8.7,25.7,1.5,3.82,15,중간
플라스틱CNC가공,< 10,< 10,2.5,0.0,35.72,0.0,2,중간
와이어가공,150,110,2.5,0.5,1.8,0.5,15,높음
MCT가공업체,10,< 10,0.5,0.0,2.46,0.0,15,높음
POM가공,20,< 10,0.4,0.0,2.24,0.0,13,중간
파이프레이저컷팅,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
레이저마킹비용,10,< 10,0.0,0.3,0.0,4.17,15,높음
레이저절단비용,< 10,< 10,0.0,0.0,0.0,0.0,10,중간
구조용파이프규격,140,30,0.0,0.0,0.0,0.0,3,높음
스텐파이프제작,20,20,1.3,0.3,7.3,1.59,13,중간
스텐철판가공,10,< 10,0.3,0.0,3.71,0.0,3,높음
스테인레스사각관,< 10,10,0.3,0.0,8.34,0.0,3,높음
알류미늄가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
마스크롤러,40,30,2.1,1.3,5.34,4.77,12,중간
의료기기가공,< 10,< 10,0.3,0.0,16.67,0.0,3,높음
CNC가공가격,10,10,0.2,0.3,1.76,1.97,11,중간
대전철판가공,10,10,0.5,0.0,4.55,0.0,2,중간
알루미늄주문제작,60,30,2.4,1.0,3.96,2.71,11,중간
난간포스트,20,30,1.1,0.5,4.48,1.48,14,중간
철재간판,70,130,4.0,4.8,5.64,3.77,15,높음
스테인레스프레임,30,50,0.5,0.7,1.48,1.42,13,중간
구로철판가공,10,10,0.0,0.0,0.0,0.0,3,낮음
난간기둥,40,70,0.1,1.5,0.23,2.09,11,중간
유리연마,80,210,1.0,2.5,1.23,1.2,15,높음
SUS롤러,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
PC카바,< 10,< 10,0.5,0.0,7.15,0.0,2,중간
알루미늄판재가공,20,10,0.7,1.0,3.34,9.38,3,높음
스포트,500,1390,0.9,2.5,0.2,0.19,15,높음
스텐계단,60,80,1.5,2.3,2.81,2.69,15,높음
3D가공,30,20,1.0,0.3,3.23,1.29,15,높음
파이프호닝,< 10,< 10,1.0,0.0,50.0,0.0,1,중간
알미늄절단,20,20,0.4,0.3,1.97,1.36,14,높음
알미늄판가공,< 10,10,0.3,0.3,8.34,3.34,3,높음
LASERCUTTING,50,20,0.5,0.0,0.97,0.0,13,중간
3차원레이저가공기,10,10,0.8,0.0,5.89,0.0,1,중간
스테인레스컷팅,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
정밀레이저가공,< 10,< 10,2.7,0.0,44.45,0.0,2,중간
울산각관,< 10,10,1.3,1.0,26.67,5.56,3,높음
울산레이저,20,60,0.4,0.0,1.94,0.0,7,중간
레이저구멍,< 10,10,0.0,0.0,0.0,0.0,1,중간
레이저컷팅업체,10,10,0.5,0.7,3.59,4.45,15,높음
스텐판,1000,2290,27.9,73.0,3.09,3.39,15,높음
초경합금,610,350,3.1,4.8,0.62,1.44,15,중간
금속조형물,100,50,3.7,2.8,3.95,5.19,15,높음
소형가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
파이버레이저,350,270,3.5,9.0,1.02,3.43,15,높음
철재가공,20,20,0.6,0.3,2.78,1.45,11,중간
철판CNC가공,10,10,0.4,1.0,3.23,10.0,3,높음
폴리에틸렌가공,< 10,< 10,0.0,3.0,0.0,60.0,3,높음
메탈가공,10,10,0.7,0.3,4.45,2.57,3,높음
밀링업체,< 10,10,0.0,0.0,0.0,0.0,3,높음
베크라이트가공,30,< 10,2.2,0.7,5.88,9.53,14,높음
서스제작,20,20,2.1,1.3,7.9,5.34,14,높음
스테인레스업체,10,< 10,1.3,0.0,10.64,0.0,12,중간
알루미늄밀링,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
알루미늄봉가공,< 10,< 10,0.4,0.4,7.7,6.25,3,높음
알루미늄임가공,< 10,< 10,0.7,0.0,7.41,0.0,3,높음
와셔가공,30,20,1.5,0.0,4.69,0.0,4,낮음
AL가공,10,< 10,0.0,0.0,0.0,0.0,3,높음
CNC가공비용,20,20,0.0,0.0,0.0,0.0,3,높음
CNC알루미늄가공,< 10,< 10,0.3,0.0,4.17,0.0,3,높음
MC나이론가공,< 10,< 10,0.0,0.0,0.0,0.0,7,중간
NCT업체,10,10,0.0,0.0,0.0,0.0,3,높음
NC밀링,90,90,1.1,0.5,1.27,0.61,15,높음
SS400가공,< 10,< 10,0.3,0.0,5.56,0.0,3,높음
SUS제작업체,< 10,< 10,0.3,0.0,6.67,0.0,3,높음
금속부품가공,< 10,< 10,1.3,0.0,26.67,0.0,3,높음
금속절삭가공,< 10,< 10,0.3,0.0,4.17,0.0,3,높음
대형가공업체,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
대형선반,150,350,3.8,9.1,2.7,2.73,15,높음
자동차부품제조,60,100,0.9,0.0,1.48,0.0,15,높음
앵글밴딩,20,10,2.2,0.7,9.53,6.67,7,중간
그리스트랩설치,70,170,3.8,12.2,5.28,7.95,8,중간
MC가이드,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
모리아게,< 10,20,0.0,0.0,0.0,0.0,1,중간
스틸가이드,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
알루미늄파이프가공,10,10,1.5,0.0,11.77,0.0,3,높음
볼트러스,30,20,2.2,0.3,7.4,1.39,9,중간
