relKeyword,monthlyPcQcCnt,monthlyMobileQcCnt,monthlyAvePcClkCnt,monthlyAveMobileClkCnt,monthlyAvePcCtr,monthlyAveMobileCtr,plAvgDepth,compIdx
권과방지장치,730,1270,1.7,8.0,0.27,1.03,2,중간
경통보호밴드,< 10,10,0.7,0.7,14.29,4.77,1,중간
각도조절기어,< 10,< 10,0.0,0.8,0.0,15.39,3,높음
3상단락접지,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
닐피스크AS,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
나이론낚시줄,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
길이조절막대,10,20,0.3,0.0,2.39,0.0,3,높음
830베어링,< 10,10,0.0,1.3,0.0,8.0,2,중간
정전기방지홀더,30,100,0.7,0.7,1.97,0.71,3,높음
토스카휀다몰딩,< 10,20,0.0,1.3,0.0,5.8,3,높음
택배박스500,< 10,10,0.0,0.0,0.0,0.0,3,높음
휴대용공기주입,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
CNC절단,30,40,0.9,0.0,2.81,0.0,15,높음
UVLASER,30,20,1.1,0.0,3.16,0.0,7,중간
CO2레이저커팅기,20,< 10,1.1,0.0,5.67,0.0,8,중간
CO2레이저절단기,< 10,10,0.0,0.0,0.0,0.0,3,높음
핸드레이저용접기,40,40,1.2,0.0,2.71,0.0,5,중간
레이져마킹,210,220,5.4,5.0,2.83,2.39,15,높음
금속각인기,100,270,1.5,6.4,1.49,2.62,15,높음
PLC판넬제작,< 10,< 10,0.3,0.0,5.56,0.0,3,높음
금속마킹기,60,30,0.2,0.3,0.35,1.12,15,높음
중고레이저마킹기,20,40,1.5,2.3,5.79,5.36,15,높음
레이저임가공,40,10,2.5,0.3,5.41,1.57,15,높음
CO2레이저조각기,30,10,0.3,0.3,1.28,3.34,13,중간
가스레이저,10,< 10,0.0,0.0,0.0,0.0,2,중간
레이져날인기,< 10,30,0.5,1.0,5.72,4.55,9,중간
메이커교육,1470,1620,4.0,26.3,0.3,1.73,15,높음
금속각인,130,270,1.3,6.5,1.08,2.64,15,높음
화이바레이저,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
화이버레이저마킹,< 10,< 10,0.3,0.0,9.68,0.0,10,중간
파이버레이저마킹,< 10,10,0.0,0.0,0.0,0.0,8,중간
UV레이저마킹,20,10,1.0,0.3,5.0,1.86,3,높음
의료기기부품,< 10,10,1.3,0.0,16.67,0.0,3,높음
각인,3780,9160,9.1,48.0,0.27,0.58,15,중간
아크릴절단,260,470,4.0,6.5,1.64,1.53,15,중간
레이져용접,140,210,2.1,3.3,1.58,1.64,15,높음
스카이빙,130,130,0.5,1.0,0.4,0.82,15,높음
평프레스,10,10,1.0,0.7,8.34,4.17,3,높음
핸들유압,< 10,30,0.0,0.0,0.0,0.0,2,중간
레이저각인,1460,2630,16.9,52.0,1.28,2.21,15,높음
레이저절단기가격,10,10,0.1,0.0,1.99,0.0,14,중간
외날엔드밀,40,40,0.9,1.8,2.1,4.17,10,중간
조각날,20,20,0.3,0.5,1.53,2.64,9,중간
턴밀가공,20,< 10,0.3,0.0,2.23,0.0,3,높음
선반센터,40,50,0.8,1.0,1.92,1.9,7,중간
초정밀가공,50,20,2.2,0.0,4.16,0.0,15,높음
아크릴탭가공,10,< 10,0.7,0.0,11.12,0.0,2,중간
아크릴곡면가공,< 10,< 10,1.0,0.0,50.0,0.0,1,중간
스테인레스CNC,< 10,10,0.9,0.0,11.12,0.0,1,중간
금속가공기계,40,50,1.0,0.3,2.32,0.63,14,높음
캐드전문학원,10,10,0.2,0.0,1.34,0.0,15,높음
캐드강의,130,80,0.8,2.8,0.65,3.53,15,높음
제품3D모델링,10,< 10,1.3,0.3,14.82,8.34,3,높음
마작공작기계,20,20,0.3,0.0,1.45,0.0,3,높음
레이저날인기,40,30,2.9,0.3,7.35,0.96,14,높음
부천레이저각인,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
대전레이저각인,30,30,1.9,0.8,5.39,2.39,4,낮음
밀링머신,770,640,4.2,17.7,0.57,2.92,15,높음
평판UV프린터,20,10,0.7,0.0,3.18,0.0,3,높음
섬유절단기,10,10,0.6,0.3,6.6,3.34,10,중간
CTT,230,340,0.6,0.0,0.3,0.0,9,중간
VJ-1938WX,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
소형UV프린터,30,90,1.2,5.3,3.35,5.53,12,중간
DYSS,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
레이저인쇄기,170,210,4.1,7.0,2.8,3.37,15,높음
알루미늄판넬제작,< 10,10,1.0,0.0,16.67,0.0,3,높음
레이저마킹임가공,< 10,< 10,0.7,0.0,16.67,0.0,3,높음
아크릴레이저커팅기,10,20,0.2,0.0,1.43,0.0,10,중간
아크릴레이저컷팅기,< 10,10,0.9,0.0,14.29,0.0,5,중간
레이저가공기계,< 10,< 10,0.4,0.0,4.77,0.0,3,높음
파이프레이저절단기,< 10,< 10,1.8,0.0,35.3,0.0,3,낮음
금형자격증,70,90,0.0,0.0,0.0,0.0,3,높음
금속프린터,30,30,0.6,0.8,1.92,2.78,14,높음
로고마킹,10,20,0.0,0.0,0.0,0.0,14,높음
중고레이저절단기,20,20,0.0,0.7,0.0,3.18,3,높음
레이저노즐,20,< 10,1.3,0.0,5.56,0.0,3,높음
TRUMPF,180,150,0.4,0.7,0.25,0.47,15,높음
TRUMPF레이저,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
트럼프레이저,250,240,3.6,5.5,1.65,2.44,15,높음
TRULASER3030,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
휴대용레이저마킹기,100,140,0.9,0.0,1.03,0.0,14,높음
명판마킹,< 10,< 10,0.0,0.3,0.0,16.67,15,높음
복합가공기,30,10,0.4,0.0,1.82,0.0,15,높음
금속레이저마킹,90,20,0.4,0.0,0.49,0.0,15,높음
산업용레이저프린터,10,10,1.9,2.3,16.99,17.95,5,중간
철판마킹,10,10,0.3,0.3,2.88,2.09,15,높음
인장조각기,70,90,4.5,2.3,6.51,2.59,9,중간
산업용레이저마킹기,< 10,< 10,0.2,0.0,7.7,0.0,9,중간
명판마킹기,10,< 10,0.0,0.0,0.0,0.0,12,중간
TECHNOMARK,< 10,< 10,0.3,0.0,33.34,0.0,3,높음
SOJET,60,30,3.3,0.4,5.85,1.14,3,낮음
M7000,30,70,0.1,0.0,0.21,0.0,15,높음
M3000,20,30,0.0,0.0,0.0,0.0,3,높음
구미레이저마킹,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
플렉스마크,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
테크노마크,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
FLEXMARK,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
자동타각기,10,< 10,0.4,0.0,4.4,0.0,9,중간
볼링공지공기,< 10,< 10,2.0,0.0,50.0,0.0,1,중간
도미노마킹기,30,< 10,11.2,0.0,30.99,0.0,2,낮음
3D레이저마킹,< 10,10,0.0,0.0,0.0,0.0,0,낮음
자동밀링머신,< 10,< 10,0.5,0.0,6.67,0.0,2,중간
두산밀링,< 10,< 10,0.4,0.0,4.17,0.0,3,높음
드릴개조,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
대형밀링,10,10,1.7,0.0,13.89,0.0,3,높음
밀링5호,< 10,10,0.0,0.0,0.0,0.0,1,중간
서보모터제어기,< 10,< 10,0.4,0.0,5.27,0.0,2,중간
산업용레이저,40,30,1.2,0.7,2.61,2.3,15,높음
정밀부품,20,< 10,0.0,0.0,0.0,0.0,15,높음
금속도색,70,140,1.5,0.3,2.23,0.26,11,중간
핸드마킹,20,20,0.8,0.5,3.58,2.9,4,낮음
창원레이저각인,< 10,20,0.0,4.0,0.0,26.67,1,중간
레이저타각,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
도트타각기,< 10,< 10,0.2,0.0,5.27,0.0,6,중간
부산레이저각인,30,90,1.9,0.3,7.2,0.36,10,중간
전해마킹,40,20,4.1,1.0,9.8,5.27,6,중간
중고각인기,10,< 10,0.0,1.2,0.0,16.67,3,높음
MARKING,830,820,0.1,0.0,0.02,0.0,14,높음
지공기,10,20,0.3,0.3,4.35,1.76,7,중간
다용도조각기,20,70,0.2,0.0,0.87,0.0,14,높음
문형머시닝센터,40,< 10,1.2,0.3,3.07,4.77,8,중간
부산목공기계,< 10,30,2.1,5.0,26.09,13.8,3,높음
FIBER,4770,8460,0.5,3.0,0.02,0.04,15,중간
가루소분,10,120,1.4,0.0,7.2,0.0,7,중간
대만공작기계,10,10,0.0,0.3,0.0,2.39,3,높음
PROPEN,20,40,0.3,0.8,1.52,1.83,3,높음
레디알머신,20,20,0.3,0.0,1.34,0.0,3,높음
가공기계,60,40,0.3,0.3,0.53,0.56,15,높음
전조기,130,130,1.9,0.3,1.56,0.28,4,낮음
명판각인,20,20,0.7,0.0,3.65,0.0,14,높음
대구목공기계,< 10,20,2.0,2.3,50.0,8.34,2,중간
마스크제작,2060,4460,137.5,584.5,7.3,14.32,15,중간
손레이저,< 10,50,0.0,0.0,0.0,0.0,0,낮음
이동식타각기,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
한스레이저,160,130,20.0,2.0,23.53,3.51,1,낮음
아트펀칭,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
닥고,10,70,0.0,0.8,0.0,1.12,1,중간
봉재실,10,30,0.0,1.0,0.0,2.86,3,높음
미싱기름통,20,60,0.5,0.0,2.23,0.0,8,중간
각쌍침,< 10,10,1.0,1.5,100.0,16.67,1,중간
스티치노루발,20,160,0.0,0.3,0.0,0.21,3,높음
원단가위,90,370,0.5,3.5,0.55,1.02,15,높음
누름쇠,80,190,0.0,1.5,0.0,0.82,11,중간
세웅다리미,< 10,< 10,0.0,0.7,0.0,8.34,3,높음
라벨커팅기,40,50,0.7,0.0,1.7,0.0,3,높음
일본쪽가위,< 10,40,0.0,1.7,0.0,4.17,3,높음
핀봉,70,270,0.1,1.5,0.15,0.59,10,중간
말아박기노루발,80,890,0.3,0.3,0.46,0.05,15,중간
탁상밀링,40,70,1.9,1.3,3.93,1.96,12,중간
넘버링머신,40,20,0.5,0.0,1.17,0.0,10,중간
금속타각,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
소형밀링,150,200,2.9,17.4,2.4,9.32,15,높음
가공집,20,30,0.2,0.0,0.72,0.0,6,중간
유압척,130,70,2.4,5.0,2.04,6.95,15,높음
금속절단기,1490,4160,29.7,79.0,2.16,2.07,15,중간
초경톱날,40,90,1.2,1.3,3.08,1.41,15,높음
탁상밀링머신,30,50,2.6,2.0,9.14,3.78,8,중간
고속가공,20,10,0.3,1.0,1.45,6.67,3,높음
E-MARK,60,10,0.2,0.0,0.33,0.0,14,높음
이니셜각인,170,730,0.7,6.8,0.49,1.02,15,높음
고속가공기,130,80,0.9,3.0,0.73,3.71,15,높음
밍스650,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
한스레이져,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
XM700,< 10,< 10,2.8,0.0,30.77,0.0,1,중간
SIC마킹,10,< 10,1.1,0.0,7.36,0.0,5,중간
이름새기기,60,280,1.3,1.3,2.37,0.47,10,중간
COUTH,50,140,1.3,0.0,2.71,0.0,2,중간
역날엔드밀,30,30,0.6,0.5,2.16,1.81,8,중간
부품가공업체,10,< 10,0.0,0.0,0.0,0.0,3,높음
중고공작기계,290,260,31.8,34.5,12.06,14.28,15,높음
마스터캠X5,40,30,0.0,0.3,0.0,1.08,3,높음
알루미늄도색,180,290,2.9,0.7,1.72,0.25,14,높음
그로쯔베커르트,30,20,1.0,1.0,3.23,3.71,3,높음
마킹공구,10,30,0.0,0.3,0.0,1.02,3,높음
휴대용각인기,60,150,1.0,0.5,1.75,0.37,14,높음
소형각인기,50,120,0.9,1.3,1.9,1.04,9,중간
의료기리스,10,10,0.3,0.0,3.34,0.0,3,높음
일반리스,10,20,0.1,0.0,0.56,0.0,15,높음
중고기계리스,< 10,10,0.5,0.3,8.58,3.04,6,중간
기계담보대출,60,80,1.2,5.8,2.4,6.69,15,높음
기계대출,20,20,0.5,0.7,2.6,2.57,15,높음
리스업체,60,100,2.8,8.0,4.83,8.7,15,높음
의료기기리스,30,30,0.4,1.0,1.35,3.34,9,중간
장비대출,< 10,10,0.0,0.0,0.0,0.0,15,높음
리스회사,190,270,3.2,11.3,1.84,4.4,15,중간
설비리스,40,20,0.8,0.3,1.91,1.67,13,중간
동산담보대출,140,140,0.9,4.3,0.75,2.95,15,중간
설비담보대출,10,20,0.3,0.7,4.35,2.57,9,중간
시설자금,430,310,1.3,1.7,0.34,0.57,15,높음
기계구입자금,10,10,0.3,0.0,2.25,0.0,15,높음
타각기,440,400,7.3,16.5,1.84,4.53,15,높음
삼봉노루발,< 10,30,0.0,1.0,0.0,3.39,3,높음
GT2600,10,10,0.0,0.0,0.0,0.0,1,중간
DNM4500,10,< 10,0.0,0.0,0.0,0.0,1,중간
VX400,20,20,0.7,0.0,3.04,0.0,3,높음
LCV650,10,10,1.0,0.0,11.12,0.0,1,중간
VX650,10,< 10,1.0,0.0,9.1,0.0,1,중간
베스타1000,10,10,0.3,0.0,1.86,0.0,3,높음
중고탭핑센타,< 10,10,0.4,0.0,7.15,0.0,3,높음
VX500,20,20,0.7,0.3,3.04,1.36,3,높음
DNM5700,20,10,1.0,2.0,4.0,20.0,1,중간
DNM650,< 10,10,0.0,0.0,0.0,0.0,1,중간
DNM500,10,< 10,1.0,0.0,6.67,0.0,1,중간
MYNX6500,40,10,3.0,1.0,8.11,6.25,1,중간
DNM400,20,20,4.0,0.0,19.05,0.0,1,중간
태핑센터,10,10,1.1,0.6,7.7,4.35,3,높음
두산5호기,10,10,2.0,0.0,28.58,0.0,1,중간
VM5400,< 10,< 10,2.0,0.0,22.23,0.0,1,중간
DNM6700,10,10,0.0,0.0,0.0,0.0,1,중간
VM56,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
두산머시닝,30,20,1.0,0.0,2.78,0.0,3,높음
KV90,< 10,10,0.0,0.0,0.0,0.0,1,중간
VM960,20,10,0.0,0.0,0.0,0.0,2,중간
두산머시닝센터,100,60,4.4,2.3,4.95,4.17,5,중간
T4000,40,50,0.2,0.0,0.59,0.0,13,중간
DNM750,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
두산T4000,10,10,1.0,0.0,7.15,0.0,1,중간
금속타각기,30,20,1.3,0.0,4.28,0.0,14,높음
VM6500,10,20,1.0,0.0,12.5,0.0,1,중간
공작기계자격증,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
CNC밀링기능사,20,30,0.3,0.3,1.67,0.93,3,높음
밀링자격증,40,160,0.0,0.0,0.0,0.0,3,높음
CNC강의,< 10,10,0.0,1.4,0.0,13.64,3,높음
컴퓨터응용밀링기능사필기,20,30,0.0,0.0,0.0,0.0,3,높음
CNC직업전문학교,< 10,< 10,0.4,0.0,10.0,0.0,3,높음
두산인프라코어공작기계,30,30,0.5,0.0,2.0,0.0,9,중간
VM1260,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
VM510,10,< 10,1.0,0.0,12.5,0.0,1,중간
VM410,< 10,< 10,1.0,0.0,25.0,0.0,1,중간
밍스5400,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
VM750,10,< 10,0.0,0.0,0.0,0.0,2,중간
VM560,10,< 10,0.0,0.0,0.0,0.0,2,중간
BOXOVEN,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
박스오븐,10,20,0.4,0.0,2.09,0.0,3,높음
WINDER,310,480,0.7,1.5,0.23,0.34,13,중간
견장기,20,10,0.0,0.0,0.0,0.0,3,높음
근적외선건조기,50,50,2.2,1.3,4.31,2.72,15,높음
LCD도광판,< 10,10,1.1,0.9,15.0,5.13,3,높음
LOADER,480,430,0.0,0.0,0.0,0.0,3,높음
NIR건조기,< 10,< 10,0.4,0.0,5.89,0.0,3,높음
UNLOADER,100,80,0.0,0.0,0.0,0.0,3,높음
UV경화기,680,800,17.8,24.8,2.86,3.32,15,중간
IRDRYER,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
IR건조기,40,20,3.9,2.7,9.6,11.12,10,중간
현상기,170,150,0.7,1.3,0.41,0.85,15,높음
필름절단기,< 10,20,0.3,0.7,5.27,3.18,10,중간
와인더,440,1090,1.1,8.5,0.28,0.84,15,높음
원적외선건조기,70,90,2.8,9.0,4.18,10.0,15,높음
인쇄장비,10,10,0.1,0.0,0.55,0.0,13,중간
잉크교반기,20,20,0.6,0.0,3.28,0.0,14,높음
잉크믹서기,< 10,20,0.0,0.0,0.0,0.0,1,중간
제판노광기,< 10,< 10,0.4,0.0,14.29,0.0,2,중간
스크린인쇄,470,350,7.1,10.3,1.67,3.26,15,높음
스크린프린터,100,40,2.0,1.5,2.2,3.41,15,높음
언로더,100,120,0.0,0.0,0.0,0.0,3,높음
먼지제거기,1280,5750,5.3,46.3,0.46,0.89,15,중간
노광기,480,630,5.8,7.3,1.28,1.21,15,높음
밀링학원,< 10,20,0.4,0.0,9.1,0.0,3,높음
밀링기능사,170,150,0.1,0.8,0.1,0.53,14,높음
공작기계교육,< 10,< 10,1.2,0.7,40.0,14.29,2,중간
CNC가공자격증,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
컴퓨터응용밀링기능사실기,100,130,1.3,0.0,1.44,0.0,5,중간
선반교육,< 10,10,1.6,0.0,23.53,0.0,2,중간
두산MCT,80,60,3.8,5.7,4.86,8.86,9,중간
밀링가공업체,< 10,10,0.3,0.0,6.67,0.0,3,높음
CNC복합선반,10,10,0.5,0.0,3.6,0.0,11,중간
소형밀링기계,< 10,< 10,1.0,0.0,50.0,0.0,3,높음
기계조립기능사,240,300,0.1,0.5,0.07,0.17,7,중간
원단제단,50,70,0.3,0.7,0.67,0.89,3,높음
프로터,50,120,0.5,0.3,1.11,0.29,7,중간
평판컷팅기,130,70,7.7,5.3,5.9,7.73,15,높음
CNC선반기능사,80,130,0.2,0.5,0.3,0.38,9,중간
범용선반기능사,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
컴퓨터응용선반기능사학원,< 10,10,0.3,0.3,4.17,2.23,3,높음
기계리스,180,160,2.5,13.5,1.48,9.32,14,중간
머시닝센터자격증,10,20,0.0,0.0,0.0,0.0,2,중간
기계매매,20,10,0.8,0.3,5.61,2.57,8,중간
정밀부품가공,20,10,0.3,0.0,1.29,0.0,15,높음
PCB라우터비트,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
탭핑센타,20,20,0.4,1.7,1.63,7.94,15,높음
MCT가공교육,< 10,< 10,0.3,0.0,8.34,0.0,3,높음
SICMARKING,< 10,< 10,1.7,0.0,28.58,0.0,2,중간
DMC코드,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
기계가공교육,10,< 10,1.3,0.0,16.67,0.0,3,높음
CNC강좌,< 10,< 10,0.3,0.0,11.12,0.0,3,높음
CNC프라즈마,10,30,0.7,0.3,5.13,1.08,3,높음
CNCLASER,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
YG-1,430,250,0.9,1.0,0.24,0.45,10,중간
JJTOOLS,40,20,0.0,0.0,0.0,0.0,3,높음
엔드밀재연마,< 10,< 10,0.0,0.8,0.0,25.0,3,높음
엔드밀도면,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
T-CUTTER,20,< 10,0.3,0.0,1.86,0.0,3,높음
볼트가공,50,50,1.9,0.5,3.67,0.99,15,높음
금속레이저커팅,80,50,1.9,0.3,2.62,0.7,12,중간
호핑머신,10,10,0.0,0.0,0.0,0.0,1,중간
기계부품가공,20,< 10,1.7,0.0,5.96,0.0,15,높음
벤치레스,50,130,1.8,2.7,3.21,2.28,13,중간
범용선반교육,< 10,< 10,0.3,0.4,5.0,4.35,3,높음
거치대케이스,60,590,0.9,3.8,1.52,0.69,14,중간
파이프거치대,60,120,0.3,1.1,0.65,0.87,3,높음
휴대용타각기,70,60,3.8,4.3,5.72,8.03,12,중간
MCT가격,20,10,1.3,0.0,6.67,0.0,3,높음
머시닝,270,250,0.7,0.0,0.3,0.0,15,높음
공작기계렌탈,< 10,10,1.0,0.0,20.0,0.0,3,높음
공작기계리스,10,20,0.3,0.0,1.88,0.0,14,높음
기계설계산업기사자격증,10,20,0.0,0.0,0.0,0.0,14,높음
수원기계설계산업기사,< 10,< 10,1.0,0.0,26.09,0.0,6,중간
CNC가공학원,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
CNC재단기,50,70,1.4,4.7,2.87,6.49,14,높음
명판각인기,60,60,1.2,0.5,2.23,0.93,15,높음
밀링교육,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
포터블마킹기,< 10,< 10,0.3,0.0,8.34,0.0,3,높음
100P,20,30,0.3,0.0,1.86,0.0,3,높음
1W,560,860,0.3,0.0,0.07,0.0,3,높음
232C,20,20,0.0,0.0,0.0,0.0,3,높음
3M후크,120,430,0.7,0.5,0.58,0.14,7,중간
3V아답터,10,50,0.3,0.0,1.81,0.0,15,높음
3극,70,50,0.0,0.0,0.0,0.0,3,높음
8칸노트,40,90,0.3,0.0,0.97,0.0,15,중간
ARAMID,180,130,0.0,0.3,0.0,0.27,3,높음
ASAHIKASEI,310,130,0.3,0.0,0.12,0.0,3,높음
B-96,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
BASICS,250,430,0.0,0.6,0.0,0.16,4,낮음
BEVEL,970,750,0.3,0.0,0.04,0.0,3,높음
BVC,60,100,0.3,1.0,0.55,1.03,3,높음
C14,230,570,0.0,0.0,0.0,0.0,4,낮음
CAPI,200,550,0.0,0.0,0.0,0.0,3,높음
CATRIDGE,160,110,0.0,0.0,0.0,0.0,3,높음
CDF,720,780,0.0,0.0,0.0,0.0,3,높음
CD보관,70,320,0.0,1.5,0.0,0.5,15,높음
CF4,330,380,0.0,0.0,0.0,0.0,3,높음
CR2025리튬전지,10,130,0.5,0.3,2.57,0.28,4,낮음
D-100,90,160,0.0,0.0,0.0,0.0,3,높음
D2O,80,100,0.0,0.0,0.0,0.0,3,높음
DALE,220,880,0.0,0.3,0.0,0.05,3,높음
DAX,1050,2370,0.3,0.0,0.04,0.0,3,높음
DBFL,180,< 10,0.0,0.0,0.0,0.0,3,높음
DBG,260,490,0.2,1.8,0.08,0.4,5,낮음
DCD791,180,460,0.0,0.7,0.0,0.16,3,높음
DECKER,120,440,0.3,6.7,0.28,1.6,3,높음
DKAHTM,40,< 10,0.0,0.0,0.0,0.0,3,높음
DRX,43300,96700,0.7,3.5,0.01,0.01,3,높음
DUA,170,210,0.0,0.6,0.0,0.27,3,높음
EDTA,2600,3040,2.1,1.0,0.09,0.04,15,중간
FEL,100,240,0.0,0.0,0.0,0.0,3,높음
FLUG,110,200,0.3,0.0,0.3,0.0,3,낮음
FUOCO,50,200,0.0,0.4,0.0,0.2,3,높음
FXS,30,30,0.0,0.0,0.0,0.0,3,높음
G16,30,50,0.0,0.3,0.0,0.57,3,높음
GFT,80,110,0.0,0.0,0.0,0.0,3,높음
GLYCERINE,150,80,0.3,0.0,0.19,0.0,11,중간
GSR,2260,2540,0.7,3.0,0.04,0.13,15,높음
KBG,190,350,1.0,0.5,0.6,0.17,3,높음
LAMINATING,230,110,0.0,0.0,0.0,0.0,3,높음
LLS,150,270,0.0,0.5,0.0,0.23,3,높음
LWR,80,90,0.5,1.0,0.69,1.39,2,중간
M-5,< 10,10,0.0,0.0,0.0,0.0,3,높음
M7R,40,120,0.0,0.3,0.0,0.27,3,높음
MK710,80,50,0.0,0.0,0.0,0.0,3,높음
MS1,20,40,0.3,0.0,1.76,0.0,3,높음
N9000,30,110,0.3,0.0,0.99,0.0,3,높음
NCW,110,130,0.0,0.0,0.0,0.0,3,높음
NFSC,830,430,1.0,0.0,0.14,0.0,3,높음
NX2,70,130,0.4,0.5,0.56,0.39,10,중간
NX9,40,60,0.5,0.0,1.35,0.0,12,중간
N키보드,540,520,0.7,2.0,0.14,0.43,13,중간
P21,230,330,0.0,0.3,0.0,0.12,3,높음
PAINTBRUSH,80,210,0.0,0.0,0.0,0.0,3,높음
PARVOVIRUS,130,190,0.0,0.0,0.0,0.0,2,중간
PEAKS,130,300,0.0,0.0,0.0,0.0,3,높음
PG13,70,160,1.0,0.0,1.39,0.0,3,낮음
PHOTOELECTRIC,150,90,0.0,0.0,0.0,0.0,3,높음
PINION,400,470,0.7,0.0,0.19,0.0,3,높음
PUSH,2320,7990,0.5,2.7,0.03,0.04,13,중간
R/C,150,120,0.3,0.0,0.24,0.0,3,높음
RLFL,80,< 10,0.0,0.0,0.0,0.0,1,중간
RNL,160,50,0.0,0.0,0.0,0.0,3,높음
S-1,120,80,0.0,0.7,0.0,0.84,3,높음
SJXM,70,< 10,0.4,0.0,0.6,0.0,2,중간
SLIDE,1840,5290,0.5,2.4,0.03,0.05,12,중간
SPLIT,6630,13400,0.0,0.0,0.0,0.0,3,높음
T004,20,30,0.0,0.0,0.0,0.0,3,높음
TDU,20,70,0.0,0.0,0.0,0.0,3,높음
THI,190,490,0.3,0.0,0.2,0.0,3,높음
TLC판,400,230,1.8,0.0,0.48,0.0,14,높음
UC28,80,290,0.0,0.0,0.0,0.0,3,높음
USB샌디스크,140,250,0.2,0.0,0.16,0.0,15,높음
UTD,240,850,0.0,2.7,0.0,0.34,3,높음
VOM,120,200,0.7,0.9,0.57,0.46,3,높음
XBAND,30,50,0.3,0.0,1.12,0.0,3,높음
XKZK,40,< 10,0.3,0.0,0.71,0.0,3,높음
가스렌턴,420,2170,0.2,2.5,0.05,0.12,12,중간
갈판,80,230,0.3,0.0,0.4,0.0,3,높음
건지게,50,90,0.0,0.0,0.0,0.0,11,중간
결재내역,100,100,0.0,1.1,0.0,1.16,2,중간
경유엔진오일,90,590,0.0,0.7,0.0,0.13,3,높음
과일당도,130,520,0.3,4.8,0.25,1.01,14,높음
궁중한차,130,780,0.8,2.3,0.69,0.31,14,높음
기게,120,330,0.0,0.3,0.0,0.11,3,높음
김자액,120,160,0.0,0.0,0.0,0.0,3,높음
날붙이,270,710,0.0,0.5,0.0,0.09,3,높음
내산,110,270,0.0,0.3,0.0,0.14,3,높음
내용제성,120,80,0.0,0.0,0.0,0.0,3,높음
냉간압연강판,260,100,1.7,0.0,0.66,0.0,3,높음
네오밴드,70,200,0.4,0.3,0.54,0.14,11,중간
눈관리,240,750,0.3,2.0,0.14,0.3,15,높음
니폰,40,130,0.0,0.0,0.0,0.0,3,높음
대리암,340,1070,0.0,0.0,0.0,0.0,3,높음
돌리미,20,20,1.4,0.8,7.53,3.27,5,중간
듀얼충전,20,60,0.0,0.3,0.0,0.52,3,높음
디이시스,480,130,0.5,0.0,0.12,0.0,2,중간
라벨지A4,110,70,0.7,0.0,0.72,0.0,9,중간
롤카타,20,30,0.0,0.5,0.0,1.59,3,높음
루카라떼,< 10,40,0.0,0.0,0.0,0.0,3,높음
립톤허브티,130,510,0.3,1.5,0.23,0.32,15,높음
만도린,80,390,0.1,3.0,0.19,0.83,14,높음
말아박기,140,420,0.0,0.0,0.0,0.0,3,높음
매딕,90,250,0.0,0.6,0.0,0.23,3,높음
멀티USB포트,70,90,0.5,0.0,0.7,0.0,13,중간
멀티트랙,90,100,0.0,0.0,0.0,0.0,3,높음
면대,100,170,0.0,0.0,0.0,0.0,3,높음
모줄,50,140,0.0,0.0,0.0,0.0,3,높음
모카골드100,40,60,0.0,0.0,0.0,0.0,3,높음
무초산,60,90,0.0,0.0,0.0,0.0,3,높음
물감세트,70,290,0.6,5.0,0.87,1.88,15,높음
바이오실란트,20,40,0.3,0.0,1.97,0.0,3,높음
배양접시,60,70,0.4,0.3,0.77,0.47,5,중간
보쉬드릴세트,50,140,0.1,0.8,0.15,0.63,15,높음
